ensembl_gene_id	uniprotswissprot
YPL269W	P32526
YGR073C	P53247
YOR133W	P32324
YNL082W	P14242
YLL018C	P04802
YLL025W	Q12370
YHR057C	P23285
YAL047C	P39723
YBR181C	P0CX37
YBR181C	P0CX38
YIL007C	P40555
YNL097C-B	P0C271
YNR034W-A	Q3E841
YDL011C	Q12023
YMR037C	P33748
YDR355C	P87285
YCR004C	P25349
YLR392C	P18634
YHL024W	P38741
YPL135C-A	Q8TGK9
YPR105C	Q06096
YKL050C	P35736
YDR301W	Q06632
YHR128W	P18562
YDR412W	Q04031
YDR530C	P22108
YER106W	P40065
YNL296W	P53828
YDR227W	P11978
YNL138W-A	P0C074
YJL063C	P22353
YDR041W	Q03201
YER066C-A	P87263
YML024W	P02407
YAL029C	P32492
YIL021W	P16370
YLR063W	Q12291
YPL158C	Q99299
YIR020C	P40575
YNL196C	P40167
YLR124W	Q12327
YML083C	Q04526
YAR031W	P39551
YDR015C	Q12195
YMR182W-A	Q8TGS7
YGR155W	P32582
YLR350W	Q06144
YLR312C	Q06159
YNL109W	P53928
YMR030W	Q05043
YDL008W	Q12157
YNL101W	P50944
YGL114W	P53134
YJR159W	P35497
YJR094C	P21190
YGL255W	P32804
YCR059C	P25637
YNR012W	P27515
YDR234W	P49367
YHR047C	P37898
YDR511W	Q04401
YNL114C	P53926
YDR519W	P32472
YER117W	P0CX41
YER117W	P0CX42
YOR356W	Q08822
YLR204W	P32344
YKL194C	P07236
YNL237W	P53584
YPL094C	P21825
YGR066C	P53242
YMR187C	Q03236
YHL026C	P38740
YBR052C	P38234
YMR238W	Q05031
YOR208W	P29461
YLL007C	Q07799
YLR141W	Q02983
YPR176C	P20133
YIL038C	P06102
YDL086C-A	Q8TGP8
YJL028W	P47062
YHR197W	P38883
YKR037C	P36131
YML061C	P07271
YLL038C	Q07872
YLR257W	Q06146
YMR130W	Q04223
YKL059C	P35728
YGR233C	P17442
YDR250C	Q03788
YNL084C	P39013
YCR096C	P0CY13
YHR028C	P18962
YDR465C	Q03305
YPL191C	Q08930
YPR204C-A	P0CX95
YPR204C-A	P0CX94
YPR204C-A	P0CX96
YPR204C-A	P0CX98
YPR204C-A	P0CX97
YHR134W	P38838
YGR092W	P22204
YKL205W	P33418
YIR011C	P38637
YNL289W	P24867
YER145C-A	A0A023PYF4
YKL137W	P36064
YDL001W	Q03441
YER076W-A	A0A023PXJ3
YMR005W	P50105
YGL041W-A	P0C5N3
YBR093C	P00635
YDR454C	P15454
YKR015C	P36111
YCR028C-A	P32445
YHR122W	P38829
YLR108C	Q12259
YJL101C	P32477
YFR009W-A	P0C5M9
YLR163W-A	P0C5P6
YDR013W	Q12488
YMR054W	P37296
YMR209C	Q03648
YGR171C	P22438
YLR416C	Q06695
YLR375W	Q05937
YDR076W	P38953
YER187W	P40102
YER046W-A	A0A023PZF5
YOR357C	Q08826
YLR287C-A	P0CX33
YLR287C-A	P0CX34
YDL095W	P33775
YOR277C	Q08736
YCL021W-A	Q96VH3
YDL007C-A	Q2V2Q0
YPR163C	P34167
YLR154W-E	Q8TGM5
YML102W	Q04199
YOR276W	P12962
YLR155C	P0CZ17
YLR155C	P0CX77
YLR155C	P0CX78
YLR155C	P0CX79
YOR247W	Q08673
YNL171C	P53887
YHR067W	P38790
YGL171W	P45818
YBR049C	P21538
YGL029W	P53188
YBR056W	P38081
YMR194W	P05745
YGR040W	P14681
YFL060C	P43544
YNL208W	P40159
YDL130W	P10622
YFR043C	P43615
YJL056C	P47043
YHL037C	P38733
YNL010W	P53981
YLR003C	Q07897
YDR100W	Q03860
YGR220C	P31334
YLR221C	Q05942
YNL134C	P53912
YGR268C	P40325
YDR479C	Q03370
YIL046W	P39014
YLR355C	P06168
YER168C	P21269
YBL030C	P18239
YLR464W	P0CX16
YLR464W	P0CX17
YLR446W	Q06204
YKL146W	P36062
YKR003W	Q02201
YNR053C	P53742
YKL028W	P36100
YJR041C	P47108
YGL147C	P05738
YPL229W	Q99395
YIL157C	P40452
YMR252C	Q04814
YGR144W	P32318
YER124C	P40077
YGR178C	P53297
YDL117W	Q07533
YDR140W	Q03920
YDR381W	Q12159
YPR160W	P06738
YIL171W-A	A0A023PXN9
YIL171W-A	P40891
YMR164C	Q03825
YGR113W	P53267
YGL203C	P09620
YOL047C	Q08218
YOR221C	Q12283
YKR010C	Q02208
YGL048C	Q01939
YIL121W	P40474
YMR074C	Q04773
YLR237W	Q05998
YDR327W	P87288
YDR062W	P40970
YFL049W	P43554
YML065W	P54784
YPL049C	Q03063
YOR344C	P33122
YFR052C-A	A0A023PZH4
YIR038C	P40582
YOR269W	P39946
YJL080C	P06105
YHR013C	P07347
YAL027W	P39735
YGR207C	P42940
YPL066W	Q12194
YOR152C	Q99325
YDR143C	P22470
YPL183W-A	O14464
YNL231C	P53860
YER095W	P25454
YAR073W	P39567
YEL028W	P39989
YDL172C	Q12135
YNL230C	P53861
YPL235W	Q12464
YMR243C	P20107
YJR091C	P47135
YBR141C	P38278
YGR258C	P07276
YPL141C	Q03002
YGL091C	P52920
YBR226C	P38322
YHR137W	P38840
YGR093W	P53255
YOR103C	P46964
YDL053C	Q07362
YDR223W	Q04930
YKL193C	P36047
YDL037C	Q12140
YOR377W	P40353
YBL005W	P33200
YDL167C	P32770
YBR151W	P38281
YNL339W-B	P0CL34
YNL339W-B	P0CL35
YNL339W-B	P0CL36
YDR246W-A	Q3E763
YIR027C	P32375
YJR013W	P47088
YGR119C	P48837
YLR441C	P33442
YNL258C	P53847
YDR371C-A	P0C5M1
YLR178C	P14306
YDR517W	Q04410
YJL222W	P40890
YMR145C	P40215
YIL088C	P40501
YOR129C	Q99222
YFR028C	Q00684
YML071C	Q04632
YMR015C	P54781
YBR144C	P34215
YCL064C	P25379
YOL038C-A	Q3E7Z9
YGR213C	P53047
YML070W	P54838
YHR158C	P38853
YGR061C	P38972
YGL182C	P53103
YJL121C	P46969
YDL226C	P35197
YOR156C	Q12216
YGR139W	P53284
YDR467C	P87264
YOR329C	P34758
YLR028C	P54113
YER045C	P39970
YFR010W-A	P0C5N0
YPR144C	Q06512
YPL249C-A	O14455
YLR043C	P22217
YMR125W	P34160
YDL134C	P23594
YGR121C	P40260
YMR325W	P0CE85
YPR128C	Q06497
YER088W-B	Q8TGR4
YMR141W-A	P0C5Q4
YDR117C	Q04600
YGL043W	P07273
YDR314C	Q06665
YPR054W	P41808
YHR038W	P38771
YFR051C	P43621
YOR351C	P24719
YOL040C	Q01855
YJL138C	P10081
YIR028W	Q04895
YML072C	Q03640
YJR047C	P19211
YJL151C	P14359
YNL328C	P42834
YDR440W	Q04089
YML105C	P29478
YMR119W-A	A0A023PZL2
YKL212W	P32368
YAL033W	P28005
YLR218C	
YCR028C	P25621
YDR303C	Q06639
YIL001W	P40560
YGR280C	P53335
YFR016C	P43597
YDL078C	P32419
YMR069W	Q04751
YDL238C	Q07729
YGL085W	P53153
YGL031C	P04449
YNL081C	P53937
YOL159C-A	Q3E769
YOR051C	Q08421
YOR003W	P25036
YER086W	P00927
YBR178W	P38296
YAR015W	P27616
YDR529C	P00128
YJL057C	P47042
YKL147C	P36061
YCR082W	P25649
YBR138C	P38277
YDR437W	Q04082
YOR064C	Q08465
YJL218W	P40892
YMR293C	Q03557
YLR243W	Q06543
YER188C-A	P0C0V2
YGR117C	P53270
YGR254W	P00924
YDL196W	Q12187
YDR452W	Q04119
YML124C	P09734
YER148W	P13393
YOR073W	Q08490
YDR445C	Q04100
YLR148W	P27801
YJR087W	P47132
YGR235C	P50087
YPL156C	Q12498
YGL124C	P53129
YHR042W	P16603
YMR090W	Q04304
YJL130C	P07259
YFR032C	P43607
YDR347W	P10662
YBL090W	P38175
YKL054C	P35732
YEL022W	P39993
YNR037C	P53733
YJL069C	P40362
YGR236C	P50088
YML029W	Q03714
YMR171C	Q03212
YIL173W	P40438
YKR096W	P36168
YKL006C-A	P43682
YHR028W-A	A0A023PXE8
YPL173W	P36534
YBL105C	P24583
YLR162W-A	Q3E811
YKL164C	Q03178
YLR462W	O13556
YPR098C	Q06089
YDR490C	Q03407
YDR516C	Q04409
YOR201C	P25270
YJL045W	P47052
YOR065W	P07143
YEL001C	P40006
YGL164C	P53107
YDR509W	P87272
YBL102W	P38166
YCL061C	P25588
YMR102C	Q03177
YOR186W	Q08560
YDL193W	Q12063
YDL137W	P19146
YGR293C	P53342
YBL011W	P32784
YDL118W	Q07535
YHL049C	P38722
YBR095C	P38255
YER056C	P17064
YHR041C	P34162
YER087C-B	P52870
YOR045W	P33448
YJL091C	P47026
YEL013W	P39968
YOL018C	Q08144
YNR063W	P53749
YDR235W	Q03776
YBR196C-B	Q3E778
YLR095C	Q12072
YBL048W	P38192
YDR233C	Q04947
YHR069C	P38792
YGR264C	P00958
YMR188C	Q03246
YKL145W-A	P0C5P3
YHR200W	P38886
YPL260W	Q08977
YMR269W	Q03525
YDR388W	P39743
YOL133W	Q08273
YBR066C	P38082
YNL339C	P53819
YJL033W	P20448
YGL234W	P07244
YPL251W	Q12058
YGL109W	
YER074W	P0CX31
YER074W	P0CX32
YJR122W	P47158
YJL041W	
YPL016W	P09547
YPR095C	Q06836
YOR087W	Q12324
YGL238W	P33307
YIL177C	P40434
YER133W-A	A0A023PZC3
YDR209C	Q03480
YMR128W	Q04217
YKL026C	P36014
YMR039C	P54000
YDR049W	Q04311
YDL194W	P10870
YPR079W	Q06815
YBR292C	P38357
YGL041C-B	Q3E750
YER119C-A	P87191
YDR021W	Q12099
YLR199C	Q05778
YPR010C	P22138
YHR053C	P0CX80
YHR053C	P0CX81
YEL063C	P04817
YKL044W	P36092
YBR018C	P08431
YKL089W	P35201
YDR353W	P29509
YNR060W	P53746
YDR051C	Q99288
YLR154W-A	Q8TGM7
YGR056W	P53236
YIL054W	P40524
YCL073C	P25596
YMR230W	P46784
YFL001W	P31115
YLR154C	Q12338
YJL065C	P40366
YMR267W	P28239
YOL028C	Q08182
YJR148W	P47176
YJL123C	P47018
YHR218W	P38899
YMR247C	Q04781
YOL086C	P00330
YNL287W	P32074
YLL064C	P0CE91
YLL064C	P0CE90
YCR013C	P25614
YMR152W	P28625
YEL051W	P32610
YNL095C	P53932
YHR021W-A	O13529
YOL108C	P13902
YER190C-B	P0CX95
YER190C-B	P0CX94
YER190C-B	P0CX96
YER190C-B	P0CX98
YER190C-B	P0CX97
YLR461W	P53427
YCR090C	P25654
YGR201C	P42936
YBR194W	P38305
YDR288W	Q05541
YDR141C	Q03921
YPL046C	Q03071
YBR076C-A	P0C5L2
YOL023W	P25038
YAL044W-A	Q3E793
YBR108W	P38266
YGR239C	P50091
YDR194C	P15424
YDR424C	Q02647
YOR011W-A	Q3E807
YAL041W	P11433
YIL148W	P0CH08
YIL148W	P0CH09
YOR165W	Q99287
YEL061C	P27895
YJL046W	P47051
YLR265C	Q06148
YIR017W-A	Q03885
YER059W	P40038
YBR046C	P38230
YMR251W-A	Q05827
YNL096C	P48164
YLR428C	O13564
YCR084C	P16649
YMR146C	P40217
YNL282W	P53833
YOL068C	P53685
YJR123W	P26783
YLR242C	Q06541
YMR228W	P14908
YMR032W	Q05080
YKR077W	P36157
YLR351C	P49954
YOR138C	Q12242
YDR054C	P14682
YLR306W	P52491
YHR114W	P38822
YBR235W	P38329
YGR169C-A	Q3E772
YDR122W	P13185
YNL047C	P53955
YPL021W	Q02710
YHR039C	P38694
YHL019W-A	A0A023PXL1
YOR016C	Q12450
YGR185C	P36421
YPL268W	P32383
YDR184C	Q04005
YLR130C	Q12436
YJR118C	P47155
YPL283C	P0CX14
YPL283C	P0CX15
YHR152W	P17123
YGR189C	P53301
YER091C-A	Q02590
YLL028W	Q07824
YJL071W	P40360
YBR274W	P38147
YNL139C	P53552
YIL145C	P40459
YLR183C	Q06266
YOL121C	P07280
YGR022C	P53213
YGR290W	P53339
YGL205W	P13711
YIR006C	P32521
YPL206C	Q08959
YOL126C	P22133
YPR055W	P32855
YNL298W	P48562
YER140W	P40085
YEL056W	P39984
YLR042C	Q07990
YHL046W-A	A0A023PYG5
YER084W-A	A0A023PZG0
YLR396C	P20795
YLR122C	Q12312
YJR015W	P47090
YIL013C	P40550
YLR326W	Q06170
YLR024C	Q07963
YLR442C	P06701
YER036C	P40024
YOR235W	Q08630
YBL006C	P38210
YOR080W	Q08496
YBR186W	P38126
YOR169C	Q08540
YOR028C	P40917
YGL221C	P53081
YCR050C	P25630
YDR183C-A	P0C5M3
YGL108C	P53139
YOR225W	Q12225
YPR138C	P53390
YKR095W-A	Q3E833
YJR102C	P47142
YDL240W	P35688
YDR056C	Q12025
YKL079W	P32364
YNL113W	P28000
YMR013C-A	P0C5Q3
YLR380W	Q06705
YNR003C	P32910
YNL316C	P32452
YEL009C	P03069
YNL016W	P32588
YOR108C-A	Q8TGL6
YBR277C	P38350
YDR541C	Q03049
YPL243W	P38687
YIL114C	P40478
YHL011C	P38689
YER079C-A	A0A023PZB8
YNL330C	P32561
YLR061W	P05749
YKL161C	P36005
YFR037C	P43609
YPR127W	Q06494
YKL159C	P36054
YIR035C	P40579
YPL095C	Q02891
YGL069C	P53162
YPR027C	Q12079
YJL004C	P41544
YDL042C	P06700
YIR007W	P40566
YNR010W	P33308
YHR129C	P38696
YDR185C	Q04006
YLR386W	Q06708
YOR109W	Q12271
YJL155C	P32604
YDR328C	P52286
YLR387C	Q06709
YIL113W	P40479
YJL154C	P34110
YAL019W-A	A0A023PXA5
YGL135W	P0CX43
YGL135W	P0CX44
YDR280W	Q05636
YCR099C	P25657
YMR001C-A	Q8TGS9
YPL232W	P32867
YKR030W	P36125
YDR098C	Q03835
YLR422W	Q06409
YJR107W	P47145
YDR005C	P41910
YEL053W-A	A0A023PXC2
YHR199C	P38885
YBR185C	P38300
YKL037W	P32858
YDR423C	P24813
YJL035C	P47058
YOL093W	Q12400
YDR017C	Q12494
YIL036W	P40535
YJR089W	P47134
YPL124W	P33419
YLR354C	P15019
YJL042W	P43638
YJL169W	
YHR159W	P38854
YGR253C	P32379
YKL042W	P36094
YGL053W	P53174
YMR031W-A	Q6Q572
YNL172W	P53886
YGL101W	P53144
YOR147W	Q12171
YIR010W	P40568
YOR218C	Q12249
YPR041W	P38431
YJL115W	P32447
YIL033C	P07278
YKR020W	P36116
YCL066W	P0CY07
YCL066W	P0CY06
YOR254C	P14906
YIR009W	P40567
YDR419W	Q04049
YGR271C-A	Q3E705
YOL080C	Q08237
YPL083C	Q02825
YDR444W	Q04093
YNL132W	P53914
YPL048W	P29547
YEL030C-A	Q8TGR5
YHR193C	P38879
YJR003C	P47084
YGR267C	P51601
YMR153W	Q03790
YPL120W	Q02948
YLR434C	O13576
YPL117C	P15496
YPR126C	O13567
YGR234W	P39676
YAR035C-A	Q8TGV0
YBL078C	P38182
YKL012W	P33203
YDR341C	Q05506
YJL116C	P46955
YFL013W-A	Q03187
YPR091C	Q06833
YGL251C	P51979
YEL014C	P39999
YGL141W	P53119
YFL063W	P43541
YPR059C	P0C5E1
YAL068C	P0CE93
YAL068C	P0CE92
YAL068C	Q3E770
YDR154C	A0A023PZA4
YBR037C	P23833
YDR464W	P38904
YGL245W	P46655
YFR025C	P38635
YGL007W	P53194
YPL214C	P41835
YLL039C	P0CG63
YER156C	P40093
YBR015C	P38069
YOR161W-B	Q8TGL4
YDR132C	Q03900
YGL005C	P53195
YLR149C	Q99296
YDL210W	P32837
YIL041W	P40531
YPL203W	P06245
YMR056C	P04710
YMR282C	P22136
YDR395W	Q04175
YHR030C	Q00772
YLR208W	Q04491
YFL025C	P43571
YAR042W	P35845
YPL273W	Q08985
YDL222C	Q07651
YIL087C	P40502
YNR027W	P53727
YCR095C	P25366
YER162C	P14736
YER090W	P00899
YGL215W	P35190
YBR016W	P38216
YGR173W	P53295
YDR372C	Q06385
YJL053W	P40335
YGL249W	P53061
YHL050C	P38721
YDR325W	Q06680
YLR115W	Q12102
YKL106W	Q01802
YNL083W	
YGR161W-C	Q3E744
YCR068W	P25641
YDR216W	P07248
YBL107W-A	Q6B113
YJL124C	P47017
YDR082W	P38960
YLR005W	Q04673
YGR229C	P32566
YFR054C	P43622
YHR162W	P38857
YDL224C	Q07655
YJR104C	P00445
YLR147C	P43321
YDR498C	P28791
YPR081C	Q06817
YER074W-A	Q3E834
YOR136W	P28241
YDR010C	Q12426
YGR070W	P53046
YLR076C	Q08018
YCL017C	P25374
YDR006C	P40317
YER041W	P40028
YLR162W	Q06235
YGR135W	P23638
YHR089C	P28007
YBL071W-A	Q3E840
YLR451W	P08638
YBR269C	P38345
YDR182W	P40986
YJL105W	P42948
YGL014C-A	P0C5N1
YNL013C	P53979
YPL011C	Q12297
YLR212C	P53378
YLR454W	Q06179
YMR234W	Q04740
YJL215C	P40895
YCL058C	P25585
YDL102W	P15436
YKR075C	P36155
YBR266C	
YDL179W	Q12477
YJR070C	P47120
YMR323W	P42222
YPR097W	Q06839
YOR192C-C	Q3E736
YJR097W	P47138
YER165C-A	A0A023PZH1
YNL164C	P53892
YOR205C	Q08622
YJL126W	P47016
YER097W	P40062
YNL274C	P53839
YJL214W	P40886
YJL166W	P08525
YCL014W	P25558
YJL023C	P47065
YMR062C	Q04728
YMR247W-A	Q3E782
YFR033C	P00127
YMR038C	P40202
YGR225W	P50082
YJL094C	P40309
YBR055C	P19735
YGL258W	P53058
YMR049C	Q04660
YDL067C	P07255
YLR437C-A	Q8TGR0
YPL274W	Q08986
YDR030C	Q12021
YIR036C	P40580
YMR272W-B	Q8TGS5
YPR158W	Q06469
YHL005C	P38752
YDR020C	Q12084
YMR147W	P40218
YML067C	Q04651
YBR088C	P15873
YHR010W	P0C2H6
YGL139W	P53121
YPL050C	P39107
YJR054W	P47114
YKR065C	P36147
YPR114W	Q06107
YHR079C-A	P89114
YHR212C	P0CX88
YHR212C	P0CX89
YOR200W	Q08620
YER112W	P40070
YGL172W	Q02199
YDR527W	Q04418
YPL110C	Q02979
YKL043W	P36093
YNL176C	P53882
YBL019W	P38207
YIL122W	P40473
YKL045W	P20457
YDR333C	Q05468
YCL050C	P16550
YHR005C	P08539
YHR187W	P38874
YCR067C	P25365
YCR047C	P25627
YBR112C	P14922
YGR088W	P06115
YGL126W	P53012
YOR305W	Q08774
YGR140W	P32504
YBR164C	P38116
YBR148W	P38280
YJR141W	P47172
YNR061C	P53747
YKR060W	P36144
YGR129W	P53277
YER090C-A	P0C5M8
YER067C-A	A0A023PYE4
YBL020W	P38206
YBR208C	P32528
YNL303W	P53827
YGL027C	P53008
YNR035C	P53731
YDL093W	P52867
YML107C	Q03760
YOR195W	Q08581
YGL231C	P53073
YFR031C	P38989
YDL043C	Q07350
YER174C	P32642
YER107W-A	A0A023PXJ7
YLR064W	Q12144
YLR132C	Q12208
YHR183W	P38720
YGL019W	P43639
YDR139C	Q03919
YJL191W	P39516
YLR182W	P09959
YNL160W	P38616
YCR044C	P25625
YLR038C	Q01519
YHR205W	P11792
YCR026C	P25353
YOL123W	Q99383
YFL021C-A	A0A023PXK7
YDR322C-A	P81449
YGR017W	P53210
YPL161C	P39011
YLR107W	Q12090
YJR135C	P47167
YLR139C	P42900
YKL085W	P17505
YPR022C	Q12139
YDL130W-A	P01098
YNR024W	P53725
YLR305C	P37297
YLR339C	O94085
YNL024C	P53970
YLR062C	Q07992
YDR210W	Q03482
YOR097C	Q12274
YPR175W	P24482
YKL165C	P36051
YDR260C	Q12379
YIL021C-A	Q8TGN4
YMR231W	P12868
YGR107W	P53263
YBR172C	P32909
YLR334C	Q06127
YJL049W	P47048
YBL097W	P38170
YMR081C	P32488
YBR050C	P38232
YNL018C	P53976
YIL090W	P40499
YPL068C	Q02749
YCR093W	P25655
YML051W	P04387
YLL002W	Q07794
YDL017W	P06243
YDR073W	P38956
YOL083C-A	P0C5R4
YER026C	P08456
YBR183W	P38298
YDL069C	P14066
YLR070C	Q07993
YHR139C-A	O13536
YMR314W	P40302
YKL003C	P28778
YKL072W	P36085
YDR455C	P87271
YNL033W	P53964
YDR461W	P34165
YHR111W	P38820
YIL012W	P40551
YDR435C	Q04081
YKL177W	P34238
YJR155W	P47182
YJL109C	P42945
Q0060	P03877
YDL063C	Q07395
YJL013C	P47074
YDR121W	Q04603
YDR178W	P37298
YDL013W	P32828
YDR534C	Q04433
YLR157C	P0CZ17
YLR157C	P0CX77
YLR157C	P0CX78
YLR157C	P0CX79
YGL039W	P53183
YCR012W	P00560
YOL086W-A	Q3E835
YHR049W	P38777
YMR113W	Q12676
YPL055C	Q02796
YBR213W	P15807
YLR226W	Q05949
YCR075C	P17261
YDR392W	P06844
YAL051W	P39720
YPL079W	Q12672
YOR337W	P47988
YDR034C-A	P0C289
YML031C-A	A0A023PXH2
YOL100W	Q12236
YCL043C	P17967
YKL186C	P34232
YDL132W	Q12018
YCL025C	P25376
YOR289W	Q12012
YMR263W	P38429
YCL067C	P0CY09
YCL067C	P0CY08
YBR113W	P38267
YPL150W	Q12152
YLL048C	P32386
YGL123C-A	Q8TGP1
YDR535C	Q04434
YML034W	Q03707
YDR202C	Q03956
YBL091C-A	Q6Q595
YER099C	P38620
YGL002W	P53198
YMR131C	Q04225
YNL141W	P53909
YOR255W	Q08692
YLL024C	P10592
YBR196C-A	Q3E820
YEL048C	P32613
YDL050C	Q07355
YLR009W	Q07915
YOR304W	Q08773
YPR192W	P0CD91
YJL141C	P14680
YHR131W-A	A0A023PXM2
YIL024C	P40543
YLR057W	Q12205
YCR023C	P25351
YJL133C-A	Q3E7A3
YGR044C	P32338
YDR524C-A	Q8TGR6
YOL163W	P0CF20
YKR032W	P36127
YBR286W	P37302
YMR310C	Q04867
YKL132C	P36001
YJL178C	P46989
YMR034C	Q05131
YEL070W	P0CX08
YEL070W	P0CX09
YNL320W	P42840
YLR348C	Q06143
YPL226W	Q08972
YER025W	P32481
YJR022W	P47093
YBR268W	P36532
YPL115C	P32873
YEL075W-A	P89888
YPL283W-A	P0CL27
YPL283W-A	P0CL28
YPL283W-A	P0CL29
YPL283W-A	P0CL30
YPL283W-A	P0CL31
YAL043C	Q01329
YOR077W	P40962
YHR072W	P38604
YPL170W	Q12091
YKL223W	P36031
YOR074C	P06785
YOR117W	P33297
YIL111W	
YDL109C	Q12103
YDR211W	P32501
YNL204C	P32572
YNL106C	P50942
YBR058C-A	Q3E790
YPL245W	Q12179
YJL062W	P40367
YKL078W	P36009
YKL001C	Q02196
YLR439W	P36517
YJL197C-A	P0C5P0
YGR193C	P16451
YNL338W	P53820
YFL010W-A	P32450
YER126C	P40078
YDR110W	O13329
YKR040C	P36133
YGL033W	P53187
YKL046C	P36091
YLR236C	A0A023PZG4
YGR165W	P53292
YML103C	P52593
YKR017C	P36113
YJL082W	P47031
YHR209W	P38892
YGL030W	P14120
YKL058W	P32774
Q0045	P00401
YKL208W	P36038
YPR140W	Q06510
YLR345W	Q06137
YPR048W	Q12181
YGL128C	P52868
YAR066W	P0CX18
YAR066W	P0CX19
YMR306W	Q04952
YGL063C-A	Q8TGP0
YOR055W	Q08439
YNL161W	P53894
YCR010C	P25613
YLR050C	Q12155
YOL166W-A	Q8TGJ1
YHR107C	P32468
YIL095W	P40494
YGL007C-A	Q8TGU0
YHR071W	P38794
YGL175C	P46946
YBR287W	P38355
YPR102C	P0C0W9
YNL247W	P53852
YOL066C	Q12362
YIL029W-A	A0A023PZE9
YNL285W	P53831
YLR332W	P36027
YJL120W	P47020
YOR396W	P0CX20
YOR396W	P0CX21
YOR396W	P0CX22
YJL098W	P40856
YGL223C	P53079
YCL056C	P25584
YBL083C	P38178
YDR274C	P87283
YMR169C	P54114
YJL152W	P47003
YMR186W	P15108
YJR162C	P47188
YKR005C	Q02203
YGR190C	P53302
YER182W	P40098
YHR216W	P38697
YHL013C	P38747
YER165W	P04147
YIL089W	P40500
YNL062C	P41814
YML059C	Q04958
YML086C	P54783
YPL036W	P19657
YOR161C-C	Q8TGS0
YBL061C	P34226
YIL166C	P40445
YMR013C	P20048
YPR015C	Q12531
YJL196C	P39540
YGL004C	P53196
YLR369W	Q05931
YNL325C	P42837
YEL058W	P38628
YJL003W	P47081
YNL046W	P53956
YOR151C	P08518
YAL044C	P39726
YPR133W-A	P80967
YGL148W	P28777
YPL146C	Q12080
YIL060W	P40519
YJL015C	P47073
YGR281W	P53049
YLL065W	Q99339
YDR167W	Q12030
YDR156W	P50106
YDL223C	Q07653
YMR127C	P40963
YOR187W	P02992
YHR060W	P38784
YNL032W	P53965
YOL001W	P20052
YPR107C	Q06102
YNL135C	P20081
YDR075W	P32345
YER060W-A	Q12119
YPL035C	O13521
YMR153C-A	A0A023PYJ4
YIL009C-A	Q03096
YBR267W	P38344
YBR114W	P31244
YER184C	P39961
YFR039C	P43611
YBL032W	P38199
YBR219C	P38317
YJL075C	P47036
YFL027C	P43570
YDR039C	Q01896
YMR212C	Q03653
YMR296C	P25045
YHR143W-A	P40422
YCR081W	P25648
YOR005C	Q08387
YOR199W	Q08604
YKR034W	P26343
YDL088C	Q05166
YBR299W	P38158
YMR101C	Q03175
YPL082C	P32333
YPR064W	Q12492
YDL129W	Q07555
YLR417W	Q06696
YAR068W	P39564
YJR020W	P47092
YGR078C	P48363
YIL061C	Q00916
YOR355W	P41913
YGL133W	P53125
YJL205C	Q02820
YDL215C	P33327
YKL060C	P14540
YBR191W	Q02753
YDR297W	P38992
YLR179C	Q06252
YEL012W	P28263
YOR290C	P22082
YPL216W	Q08964
YBR125C	P38089
YLR013W	Q07928
YIR040C	P40584
YLR116W	Q12186
YEL020W-A	O74700
YDR131C	Q03899
YDR230W	A0A023PZA9
YJR113C	P47150
YPL152W	Q12461
YJR111C	P47148
YHR142W	P38843
YMR166C	Q03829
YER077C	P40050
YDR348C	Q05518
YKL030W	P36099
YGR295C	P53344
YER039C	P0CE11
YPL230W	Q12132
YFL007W	P43583
YLR371W	P51862
YMR061W	P25298
YPL159C	Q99373
YMR288W	P49955
YOR396C-A	P0CL38
YOR396C-A	P0CL39
YOR396C-A	P0CL40
YPR183W	P14020
YLR222C	Q05946
YOR047C	Q02794
YLR365W	Q7LIF2
YPL204W	P29295
YPL109C	Q02981
YHR058C	P38782
YDL169C	P32772
YMR265C	Q03508
YML116W	P13090
YBL069W	P35183
YER042W	P40029
YIL102C	P40488
YLR440C	Q12745
YIL069C	P0CX31
YIL069C	P0CX32
YIR016W	P40572
YER019W	P40015
YCR018C-A	Q96VH1
YBR223C	P38319
YML130C	Q03103
YLR059C	P54964
YOL014W	Q08110
YDR007W	P00912
YDL195W	P38968
YBR074W	P38244
YBR201C-A	Q2V2Q3
YOR244W	Q08649
YBR187W	P38301
YDR263C	Q12086
YDR220C	Q04923
YLR165C	Q06244
YPL249C	Q12344
YGR048W	P53044
YCR030C	P25623
YCL027W	P11710
YDR429C	Q04067
YNL212W	P40157
YHL008C	P38750
YMR273C	P50111
YJR055W	P46973
YDR119W-A	Q2V2P9
YAL058W	P27825
YPR154W	Q06449
YHR054W-A	P0CL32
YHR054W-A	P0CL33
YLR421C	O13563
YMR292W	Q03554
YPR026W	P48016
YBL021C	P13434
YGR065C	P53241
YOL102C	Q12272
YBL049W	P38191
YCL051W	P25579
YJL148W	P47006
YER039C-A	P0CD97
YKL162C-A	P0C5P4
YDR421W	Q04052
YGL051W	P53176
YER058W	Q02771
YNL243W	P33338
YGL220W	P53082
YDL186W	P48568
YER110C	P40069
YLL027W	Q07821
YER135C	P40082
YOL060C	Q12296
YAL012W	P31373
YOL041C	Q08208
YDL198C	P38988
YPR076W	O13582
YHR118C	P38826
YJL097W	P40857
YDL120W	Q07540
YLR292C	P39742
YPR170W-B	P0C5R9
YKR091W	P36167
YNL103W	
YPR016C	Q12522
YGR019W	P17649
YKL096C-B	Q8TGT2
YMR137C	P30620
YLR034C	Q12078
YOL116W	P22148
