ensembl_gene_id	uniprotswissprot	lddt
YKL033W-A	Q86ZR7	95.82
YGL178W	P39016	63.73
YMR063W	Q04734	72.13
YBL031W	P38200	58.55
YOR310C	Q12499	79.04
YGL092W	P49687	64.57
YPL037C	Q02642	76.16
YPR093C	Q06834	80.05
YGR132C	P40961	85.13
YFR053C	P04806	95.79
YJL027C	P47063	35.22
YFL048C	P43555	79.22
YDR488C	P40960	72.62
YNL286W	P53830	77.11
YPR066W	Q99344	92.57
YGL208W	P34164	64.83
YDR103W	P32917	58.97
YMR301C	P40416	86.04
YMR276W	P48510	70.83
YPL247C	Q12523	74.17
YPL101W	Q02884	79.92
YPL064C	Q02770	68.46
YEL050C	P32611	85.85
YLR091W	Q12393	86.9
YOR063W	P14126	96.45
YJR149W	P47177	90.95
YNL322C	P17260	66.56
YGR059W	P41901	74.98
YKL090W	P36075	69.02
YER062C	P40106	97.83
YIL096C	P40493	83.79
YMR002W	Q03667	62.71
YDR336W	Q05473	75.8
YLR275W	Q06217	90.17
YCL010C	P25554	81.23
YHR091C	P38714	85.18
YKR041W	P36134	70.24
YAL061W	P39713	94
YML081C-A	P81450	95.13
YDL101C	P39009	78.84
YDR162C	Q12163	61.88
YNL158W	P53896	81.19
YKL010C	P33202	75.79
YLR102C	Q12107	65.61
YDR312W	Q12153	70.55
YDL061C	P41058	94.2
YML019W	Q03723	89.19
YCR001W	P25347	56.56
YKL032C	P33417	58.59
YLR263W	P14291	63.85
YPL256C	P20438	69.89
YPL099C	Q02888	74.02
YMR176W	Q03214	76.76
YDL040C	P12945	91.75
YHR052W	P38779	80.38
YGR128C	P53276	77.01
YDR145W	Q03761	69.22
YBL100W-C	P0C269	63.45
YIL160C	P27796	96.4
YML108W	Q03759	75.65
YMR198W	Q01649	75.08
YGL246C	P53063	93.56
YDR124W	Q04608	72.66
YHR123W	P22140	92.49
YDL231C	Q07660	76.17
YHR009C	P38758	82.58
YGL190C	Q00362	81.11
YGR033C	P53220	79.07
YKR051W	P36142	82.24
YML094W	Q04493	89.93
YMR006C	Q03674	82.44
YGL112C	P53040	75.55
YDR190C	Q03940	86.16
YOR189W	Q08561	68.88
YIL134C-A	Q45U18	67.57
YAR023C	D6VPM8	80.25
YBR236C	P32783	84.36
YOL129W	Q12016	69.94
YOR280C	Q99369	86.87
YOR037W	P38909	86.36
YDL064W	P50623	96.63
YML003W	P0CF16	82.5
YNL168C	P53889	96.01
YIL062C	P40518	93.73
YKR098C	P36026	72.37
YLR459W	P41733	94.79
YGL001C	P53199	94.97
YJR154W	P47181	92.25
YFR057W	P43625	65.96
YLR316C	Q9URQ3	91.52
YBR276C	P38148	79.98
YDR463W	Q00947	58.99
YOR090C	Q12511	78.02
YAL034C	P28003	60.6
YGR168C	P53293	69.01
YGL093W	P53148	54.92
YJR075W	P47124	85.45
YLR277C	Q06224	82.55
YPR023C	Q12432	77.58
YGR120C	P53271	77.35
YIL151C	P40456	74.09
YDR449C	Q02354	82.71
YML093W	Q04500	65.07
YMR116C	P38011	93.45
YMR196W	Q04336	86.63
YHL018W	P38744	91.28
YPL093W	Q02892	83.87
YGR027C	Q3E792	81.23
YJR052W	P06779	81.54
YML053C	Q04978	41.07
YLR229C	P19073	93.38
YER016W	P40013	74.17
YBR036C	P35206	74.46
YDL035C	Q12361	61.06
YPL134C	Q03028	89.6
YBR045C	P38229	47.24
YML009C	P36533	93.2
YGL259W	P53057	45.87
YDR074W	P31688	88.55
YDR525W	Q04413	65.7
YMR070W	P54785	52.96
YOR313C	P09937	64.82
YKL175W	P34240	60.56
YPL153C	P22216	73.57
YMR219W	Q03661	35.72
YIL059C	P40520	44.35
YBR291C	P38152	85.68
YOL032W	Q08202	74.95
YPL222W	Q08968	91.35
YGR294W	P53343	71.45
YGR124W	P49090	94.54
YML037C	Q03703	56.27
YGL103W	P02406	94.14
YIR030C	P32460	94.63
YGL062W	P11154	90.43
YDR257C	Q12504	90.94
YHL012W	P38709	85.99
YOR158W	P17558	81.58
YOR162C	Q12172	78.5
YNL259C	P38636	97.55
YPR075C	Q06810	61.39
YGR049W	P32564	67.71
YBR137W	P38276	96.64
YHR211W	P38894	58.22
YHR155W	P38851	76.5
YDR402C	P21595	94.77
YBR079C	P38249	79.65
YDR450W	P0CX55	90.91
YDR450W	P0CX56	90.81
YKL120W	P32332	87.79
YDR376W	P48360	94.4
YJR126C	P47161	89.09
YBR017C	P38217	91.32
YNR022C	P53724	81.31
YNR077C	P53758	52.14
YEL025C	P39991	49.66
YPL118W	Q02950	77.52
YBL044W	P38194	45.37
YMR280C	P39113	54.77
YLR048W	P46654	86.87
YDR161W	Q03771	91.71
YBL023C	P29469	74.78
YCL018W	P04173	96.64
YOL092W	Q12010	80.77
YDR090C	Q03193	74.05
YMR170C	P47771	97.49
YPL239W	P46683	88.19
YHR139C	P13130	78.13
YJL005W	P08678	67.12
YHR032W-A	P0C5N6	52.01
YKL222C	P35995	81.1
YJL206C	P39529	71.13
YOL061W	Q12265	72.97
YJL100W	P42951	71.69
YMR123W	Q03880	68.75
YNL068C	P41813	56.7
YOR232W	P38523	80.28
YGR076C	P23369	93.49
YBR127C	P16140	85.83
YCR073C	P25390	70.91
YMR019W	P50104	66.74
YMR206W	Q03695	50.56
YGL161C	P53108	69.06
YGR062C	P53239	80.43
YMR165C	P32567	59.21
YJL047C-A	Q3E737	92.65
YDR189W	P22213	83.98
YKL092C	P33314	72.64
YHR210C	P38893	96.57
YER024W	P40017	73.31
YPL033C	Q03085	85.18
YPR045C	Q12049	69.75
YGL237C	P06774	65.61
YGR024C	P53215	96.24
YCR048W	P25628	79.04
YMR010W	Q03687	78.25
YGR184C	P19812	80.6
YLR238W	Q06001	68.82
YDR524C	Q04412	65.61
YDL237W	Q07716	88.77
YHR072W-A	Q6Q547	93.19
YHR140W	P38842	91.71
YGR292W	P53341	97.52
YOR219C	P33894	83.76
YDR188W	P39079	87.27
YHR044C	P38774	95.61
YIL083C	P40506	89.2
YOR182C	P0CX33	83.77
YOR182C	P0CX34	83.97
YDL133C-A	P0CX86	94.45
YDL133C-A	P0CX87	94.27
YLR283W	Q05867	70.98
YDR531W	Q04430	87.08
YER023W	P32263	96.39
YGR151C	P53287	67.19
YBR152W	P38282	63.38
YDR226W	P07170	93.55
YGL034C	P53186	56.23
YPR011C	Q12251	83.04
YHL016C	P33413	88.03
YLR298C	Q05900	67.85
YGL067W	P53164	94.75
YFR046C	P43618	61.14
YMR184W	Q03233	70.47
YHR202W	P38887	89.88
YLR086W	Q12267	76.45
YNL037C	P28834	91.25
YDL054C	Q07376	86.11
YML126C	P54839	93.68
YDL205C	P28789	91.37
YIL019W	P40546	73.26
YCL005W-A	Q3E7B6	87.03
YLR053C	Q12026	62.74
YMR244W	Q04018	82.46
YER079W	P40052	53.63
YBR035C	P38075	96.11
YPL100W	Q02887	72.62
YPL076W	P46961	85.47
YBR289W	P18480	64.14
YNL085W	P40850	88.13
YAR002C-A	Q05359	87
YCR033W	P25357	51.29
YLL041C	P21801	92.89
YHR019C	P38707	94.22
YMR279C	Q03263	84.56
YPL027W	Q02651	38.46
YDR496C	Q04373	83.77
YBL017C	P32319	79.33
YCR019W	P23060	92.24
YPL271W	P21306	92.39
YDR313C	Q06651	73.62
YKL068W	Q02629	50.06
YGR072W	P48412	66.91
YDL108W	P06242	91.15
YLR330W	Q12114	62.99
YLR244C	Q01662	92.4
YGL229C	P53036	76.95
YBR157C	P38284	57.51
YGR055W	P50276	81.94
YGL044C	P25299	72.52
YNL051W	P53951	85.62
YNL148C	P53904	83.87
YMR107W	Q04438	64.94
YNR075C-A	Q8TGJ2	56.93
YDL147W	Q12250	77.89
YDL081C	P05318	70.95
YOR294W	Q08746	86.27
YLR258W	P27472	90.95
YOR288C	Q12404	90
YDR283C	P15442	74.42
YIL099W	P08019	87.08
YBL104C	P38164	76.47
YJR076C	P32458	77.16
YNL255C	P53849	82.39
YJL217W	P40893	95.7
YDR261C	P52911	86.28
YDL211C	Q12121	50.81
YER136W	P39958	93.97
YPL128C	Q02457	67.28
YML054C-A	Q3E809	80.05
YHR213W-B	Q8TGK1	57.99
YGL054C	P53173	94.26
YIL093C	P40496	90.14
YER151C	Q01477	63.51
YOR110W	Q12415	80.09
YJR059W	P47116	62.13
YKR009C	Q02207	93.25
YCR102C	P25608	97.29
YEL029C	P39988	94.07
YER065C	P28240	94.77
YIR024C	P40576	65.86
YLR174W	P41939	96.32
YJR124C	P47159	84.93
YMR043W	P11746	62.91
YPL139C	Q03010	84.02
YOR040W	Q12320	95.87
YIL135C	P40463	50.66
YHR104W	P38715	97.39
YJL143W	P39515	83.9
YDL074C	Q07457	79.08
YGL119W	P27697	77.88
YDL091C	Q12229	80.17
YJL059W	P47040	87.83
YER085C	P40058	41.88
YPL005W	Q12089	81.01
YJR078W	P47125	87.06
YFL037W	P02557	90.54
Q0110	P03873	87.48
YNL070W	P53507	88.89
YCR075W-A	Q3E830	91.4
YOL083W	Q12292	57.14
YIL020C	P40545	92.99
YOL136C	Q12471	76.67
YMR270C	P53437	63.92
YDR346C	Q05515	83.1
YBR072C-A	Q3E794	68.96
YNL271C	P41832	61.64
YKR028W	P36123	62.45
YER147C	P40090	91.42
YFL061W	P0CH63	98.53
YFL061W	P0CH64	98.54
YMR175W	P50263	56.33
YGR206W	P42939	82.11
YOL130W	Q08269	59.84
YLR315W	Q06162	82.6
YER064C	P40041	66.8
YNL198C	P40166	58.49
YDR072C	P38954	81.26
YGR121W-A	Q3E816	62.82
YIL023C	P40544	75.9
YPL148C	Q12036	93.54
YJL207C	P39526	84.51
YNR018W	P53721	76.43
YOL021C	Q08162	88.6
YCL058W-A	Q2V2Q1	75.99
YDR242W	P22580	96.35
YKR076W	P36156	94.43
YPL080C	Q02826	36.56
YOL077W-A	P81451	69.42
YER119C	P40074	85.34
YLR172C	P32469	93.39
YLR273C	Q06216	54.47
YNL327W	P42835	49.11
YLL012W	Q07804	80.6
YGL130W	Q01159	83.7
YDR323C	P32609	83.25
YOR319W	Q99181	82.58
YNL236W	P32259	86.28
YPL265W	P53388	80.34
YCL047C	P25576	93.5
YLR022C	Q07953	82.19
YMR035W	P46972	87.55
YHR083W	P14693	85.89
YGR090W	P53254	86.21
YLR382C	P11325	90.25
YBR195C	P13712	88.11
YBR233W	P38151	72.21
YOR030W	Q99234	64.14
YER068W	P34909	62.91
YJL144W	P47009	59.15
YGR221C	P50078	57.55
YBR262C	P38341	57.22
YDR486C	Q03390	75.66
YKR106W	P36173	83
YNL053W	P38590	59.07
YDR420W	P41809	42.08
YMR108W	P07342	90.89
YBR020W	P04385	92.87
YCR106W	P25611	81.37
YDL122W	P25037	70.52
YHL022C	P23179	82.31
YGR143W	P33336	72.55
YFL017C	P43577	96.83
YBR085C-A	O43137	77.76
YLR268W	P22214	84.34
YER158C	P40095	52.18
YML002W	P0CF17	85.6
YDR390C	P52488	81.77
YJL125C	P46959	89.1
YPR052C	P11632	78.42
YCR040W	P0CY07	69.64
YCR040W	P0CY06	69.65
YML111W	Q03758	73.16
YMR278W	Q03262	95.19
YMR185W	Q12751	77.61
YPR145C-A	Q2V2P0	80.83
YCR061W	P25639	75.38
YGL198W	P53093	74.62
YLR420W	P20051	95.87
YNL281W	P53834	86.48
YNL279W	P53835	75.88
YOR291W	Q12697	72.38
YOL077C	Q08235	88.36
YGL083W	P53009	80.33
YFR012W	P43595	76.32
YFL034C-A	P56628	88.12
Q0120	P03879	78.64
YJL198W	P39535	73.93
YER138W-A	P0C270	68.82
YOR390W	Q08913	89.71
YKL197C	P24004	74.6
YNL156C	P53898	70.87
YNL222W	P53538	96.46
YER130C	P39959	38.23
YIL037C	P40534	65.99
YIL142W	P39076	89.18
YDR481C	P11491	90.38
YDR318W	Q06675	76.42
YOL052C-A	P89113	61.06
YPL096W	Q02890	92.89
YDL105W	P43124	72.82
YHR032W	P38767	73.31
YOR123C	P38439	64.23
YLR137W	Q12367	86.58
YKL152C	P00950	95.99
YJL122W	P47019	71.61
YHR008C	P00447	93.02
YIR041W	P40585	70.14
YDL141W	P48445	89.94
YJL007C	P47080	61.17
YCR045C	P25381	81.73
YMR258C	Q04847	91.04
YFR010W	P43593	84.93
YJL225C	P40889	55.7
YAR008W	P39707	85.5
YDR400W	Q04179	96.87
YKL093W	P23493	48.59
YDR522C	P08459	80.19
YIL034C	P13517	87.71
YIL073C	P40511	87
YKL080W	P31412	89.08
YFL040W	P43562	80.94
YIL091C	P40498	82.1
YKL185W	P34233	63.91
YOR249C	Q08683	67.47
YOR362C	P21242	89.25
YJR073C	P05375	95.96
YBR123C	P32367	75.48
YDL173W	Q12515	53.47
YPR078C	Q06813	37.43
YJR143C	P46971	91.89
YBR221C	P32473	93.12
YKR081C	P36160	84.24
YDR279W	Q05635	79.58
YEL015W	P39998	78.41
YOL058W	P22768	96.1
YGR071C	P53246	70.86
YNR059W	P53745	88.09
YBL029W	P38201	60.33
YLL049W	Q07887	61.89
YMR023C	P32559	80.4
YOR143C	P35202	95.92
YOR347C	P52489	95.56
YLR426W	Q06417	92.12
YMR291W	Q03533	65.78
YKL101W	P34244	47.08
YBL045C	P07256	91.71
YOL157C	Q08295	98.27
YLL035W	Q07845	82.9
YNR044W	P32323	52.9
YLL009C	Q12287	72.78
YFR020W	P43600	48.55
YPL104W	P15179	91.97
YOL057W	Q08225	94.37
YLR036C	Q07986	63.28
YIL078W	P04801	91.65
YMR041C	Q04212	97.11
YGR058W	P53238	71.79
YER153C	P10355	86.65
YGL195W	P33892	81.11
YNL225C	P53865	69.91
YMR029C	Q05040	67.51
YMR092C	P46680	97.07
YER113C	P40071	80.95
YIL052C	P40525	93.67
YHL038C	P03874	81.35
YGL192W	P41833	77.77
YFR038W	P43610	66.96
YEL030W	P39987	87.79
YLR118C	Q12354	97.36
YMR138W	P39110	90.72
YMR122W-A	Q3E842	55.69
YMR053C	P46679	67.03
YNL215W	P40154	63.42
YPL283W-B	P0CX95	38.49
YPL283W-B	P0CX94	40.27
YPL283W-B	P0CX96	39.19
YPL283W-B	P0CX98	39.12
YPL283W-B	P0CX97	37.69
YPR162C	P54791	74.17
YPL030W	Q02648	87.39
YER083C	P40056	64.35
YDR281C	Q05637	67.31
YHR081W	P38801	80.62
YOR321W	P47190	89.43
YGL206C	P22137	75.71
YGR060W	P53045	96.15
YFR012W-A	Q3E838	83.41
YOR015W	Q12169	78
YHL028W	P38739	55.29
YIR017C	P40573	75.22
YBR154C	P20434	94.05
YMR220W	P24521	93.39
YGL257C	P53059	92.1
YOR111W	Q99210	93.17
YMR087W	Q04299	89.01
YDR213W	Q12151	57.64
YNL326C	P42836	90.71
YBR278W	P27344	70.43
YOL008W	Q08058	80.94
YDR179W-A	Q03983	75.55
YML031W	P32500	70.42
YER167W	P33306	46.74
YIL125W	P20967	89.84
YOR279C	Q12192	60.31
YDR330W	Q06682	76.39
YDR106W	Q04549	86.94
YLR406C	P0C2H9	90.7
YML118W	Q03210	86.48
YKR008W	Q02206	72.41
YNL100W	P50945	80.02
YLR136C	P47977	67.23
YDL178W	P46681	90.64
YEL073C	P39974	67.39
YML120C	P32340	90.1
YLR385C	Q06707	92.23
YDR484W	P39904	70.81
YLR281C	Q05863	87.81
YDR308C	P47822	91.18
YOR394C-A	Q8TGJ0	60.18
YDL192W	P11076	84.54
YER005W	P40009	80.33
YBR273C	P38349	69.48
YBR032W	P38223	33.73
YDL202W	P36521	78.41
YMR078C	P49956	70.61
YHR073C-B	P0C5N4	75.36
YOR180C	Q08558	95.7
YPL069C	Q12051	91.03
YKL056C	P35691	91.35
YJL131C	P47015	74.36
YIL154C	P32351	73.42
YDR146C	P08153	49.86
YJL177W	P46990	94.93
YER102W	P0CX39	92.37
YER102W	P0CX40	92.41
YBR048W	P0CX47	87.88
YBR048W	P0CX48	88.89
YNR009W	P53718	61.69
YBR104W	P38087	85.74
YFL031W	P41546	65.32
YHL033C	P17076	91.37
YAL067W-A	Q8TGK6	44.38
YHR066W	P38789	71.54
YCR085W	P25650	47.92
YAL049C	P39721	95.55
YGL236C	P53070	89.74
YOL055C	Q08224	92.84
YIL138C	P40414	96.35
YHR029C	P38765	97.18
YKL156W	P35997	91.73
YJR032W	P47103	95.28
YDL185W	P17255	84.96
YMR042W	P07249	74.27
YER046W	P40031	79.81
YBL079W	P38181	78.84
YKL162C	P36052	80.26
YGR138C	P53283	81.51
YGR015C	P53208	90.73
YJR151C	P47179	38.77
YHR178W	P38699	74.67
YNR066C	P53752	86.07
YLR138W	Q99271	63.5
YLL019C	P32350	69.79
YJR024C	P47095	94.47
YFL017W-A	P40204	91.08
Q0050	P03875	71.11
YIL130W	P40467	61.04
YGL023C	P53191	52.63
YGL144C	P53118	78.3
YPL188W	Q06892	87.49
YGL071W	P22149	51.67
YBR265W	P38342	89.49
YMR251W	Q04806	95.75
YBR249C	P32449	95.2
YIL043C	P38626	93.25
YLR284C	Q05871	94.75
YIR013C	P40569	72.2
YPL201C	Q08956	71.77
YDR251W	P37304	67.09
YNL292W	P48567	87.79
YFL005W	P07560	83.79
YBR203W	P38308	59.05
YBR184W	P38299	28.36
YCR024C-B	Q3E7Z8	41.35
YBR170C	P33755	91.56
YJL140W	P20433	84.8
YDR192C	P49686	50.6
YNL242W	P53855	67.23
YBR173C	P38293	78.52
YOL139C	P07260	91.05
YNR057C	P53630	89.6
YFR019W	P34756	58.54
YHR040W	P38772	71.64
YFL042C	P43560	70.08
YMR223W	P50102	91.86
YEL031W	P39986	80.58
YDR368W	Q12458	96.39
YNL067W-B	Q3E767	68.91
YLR295C	Q12349	70.18
YLR307C-A	Q3E825	52.28
YCR101C	P25607	86.15
YML007C-A	Q3E7A6	79.62
YMR256C	P10174	95.48
YKL192C	P32463	76.11
YFR042W	P43614	87.17
YER075C	P40048	67.31
YJR068W	P40348	86.42
YPL207W	Q08960	76.41
YPR021C	Q12482	69.72
YNL166C	P53890	56.62
YPL253C	Q12045	79.55
YPR040W	Q12199	81.03
YBR133C	P38274	80.98
YCL049C	P25577	56.58
YNL111C	P40312	84.41
YNL069C	P26785	96.03
YER073W	P40047	95.07
YDR494W	Q03430	69.82
YOR287C	Q12481	76.27
YIL055C	P40523	61
YKR064W	P36023	78.27
YKL017C	P34243	88.59
YDR399W	Q04178	91.23
YOR198C	P38934	82.65
YPL143W	P05744	95.01
YCR015C	P25616	94.59
YBR275C	P29539	62.83
YPL132W	P19516	76.15
YJR017C	P22696	89.38
YPL171C	P41816	97.92
YOL054W	Q12161	64.22
YDR070C	Q12497	73.9
YKL204W	P36041	51.27
YDR138W	P17629	69.17
YDR031W	Q04341	88.11
YLR248W	P38623	62.97
YFR050C	P30657	93.32
YDR255C	Q12508	84.52
YHR192W	P38878	78.49
YLL006W-A	Q3E814	77.72
YOR012W	Q12351	80.43
YPL126W	Q02931	82.98
YKL190W	P25296	87.4
YDL060W	Q07381	81.95
YGR080W	P53250	84.29
YMR214W	P25303	84.1
YGL116W	P26309	69.28
YEL027W	P25515	88.65
YDR067C	Q12454	79.37
YIL014C-A	Q02598	54.08
YEL024W	P08067	87.64
YNL277W-A	Q3E7Z0	69.76
YIL049W	P40526	91.68
YDR126W	Q04629	91.19
YBL085W	P38041	57
YOL118C	Q08259	58.87
YGR035C	P53222	63.59
YOR034C	Q12013	80.42
YJR058C	Q00381	89.82
YPR063C	Q12160	60.7
YOR374W	P46367	95.05
YGL201C	P53091	70.77
YCR038C	P25300	70.21
YBL052C	P34218	57.65
YMR055C	P26448	95.34
YDR315C	Q06667	94.29
YLR127C	Q12440	68.14
YCL063W	P25591	58.48
YGR212W	P53304	92.78
YER049W	P40032	88.01
YNL128W	P53916	82.85
YBL009W	P32789	61.27
YDL126C	P25694	80.24
YML117W	Q03735	58.27
YMR271C	P30402	93.41
YDR262W	Q12331	77.66
YNL300W	P48560	50.71
YHR017W	P32792	72.82
YPR187W	P20435	77.94
YPL007C	Q12308	89
YLR002C	Q07896	77.48
YOR018W	Q02805	61.04
YGR154C	P48239	96.02
YBR283C	P38353	74.81
YHR004C	P38757	66.4
YGL241W	P53067	88.81
YDR345C	P32466	84.88
YDR079W	P38958	86.01
YOL084W	Q12252	81.5
YHL040C	P38731	84.09
YOR314W	Q12506	51.37
YPL209C	P38991	76.91
YKL211C	P00937	92.99
YGL262W	P53054	35.24
YGR247W	P53314	91.04
YPR182W	P54999	88.11
YLR168C	P35200	88.95
YJR101W	P47141	90.35
YHR191C	P38877	79.03
YJL026W	P09938	83.59
YJL096W	P40858	88.73
YGR199W	P42934	89.45
YMR226C	Q05016	97.79
YPL242C	Q12280	72.05
YLR342W-A	Q3E810	66.1
YNR050C	P38999	97.05
YER175W-A	Q8TGU4	46.74
Q0085	P00854	88.11
YOR391C	Q08914	96.14
YNL138W	P17555	81.84
YNR048W	P53740	89.56
YLR031W	Q07978	75.29
YBR094W	P38254	85.81
YHR201C	P38698	92.66
YHR103W	P38814	60.42
YEL037C	P32628	69.35
YGL260W	P53056	36.33
YOR327C	P33328	85.9
YER134C	P40081	95.01
YBR258C	P38337	68.1
YCR024C	P25345	90.25
YPL278C	Q08990	85.37
YOR352W	Q08816	70.1
YKL107W	P34251	89.99
Q0182	Q9ZZW1	54.27
YOR348C	P15380	81.72
YFR007W	P43591	93.21
YCR065W	P25364	55.19
YPR086W	P29055	78.3
YLR189C	Q06321	70.45
YGR179C	P53298	68.79
YBR201W	P38307	82.56
YNL302C	P07281	95.09
YLR358C	O13565	31.21
YER088C	P40059	57.2
YOL115W	P53632	72.43
YNL045W	Q10740	92.92
YFL065C	P43539	59.85
YML110C	P49017	85.6
YPR117W	Q06116	68.89
YDL144C	Q07589	96.31
YHR213W	P0CI67	85.6
YER175C	P32643	96.15
YPL096C-A	P62651	80.34
YDR306C	Q06640	77.89
YDR292C	P32916	75.91
YNL125C	P53918	75.66
YDL009C	Q12210	50.25
YBR070C	P38242	88.09
YOR066W	Q08471	52.27
YER021W	P40016	78.15
YKL127W	P33401	96.4
YNL207W	P40160	72.73
YNR011C	P20095	75.94
YLR134W	P16467	97.79
YER004W	P40008	90.63
YLR051C	Q12035	80.7
YDR282C	Q05648	72.46
YIL162W	P00724	93.63
YDR170C	P11075	71.49
YHR153C	P17122	75.52
YHR082C	P38691	52.11
YBR198C	P38129	73.91
YML007W	P19880	54.83
YIL104C	P40486	85.25
YKR049C	P36141	73.89
YIL077C	P40508	72.98
YDR174W	Q03973	75.71
YLR215C	Q05791	85.78
YNL241C	P11412	93.78
YNL112W	P24783	81.69
YDL218W	Q07629	72.95
YPL086C	Q02908	90.58
YFL038C	P01123	86.06
YDL048C	Q07351	58.23
YNL249C	P53583	92.67
YOL096C	P27680	85.79
YKL052C	P35734	61.15
YMR190C	P35187	60.24
YKL053C-A	O60200	91.69
YBL056W	P34221	81.64
YBL099W	P07251	90.97
YHR020W	P38708	89.5
YNL270C	P38971	81.72
YBR257W	P38336	81.57
YBR126W-A	Q8TGU7	68.82
YBR242W	P38331	92.14
YNL115C	P53925	79.64
YDR500C	P51402	95.9
YPR005C	Q01766	47.69
YCR034W	P25358	86.45
YGL111W	P53136	87.62
YPR046W	Q12262	81.84
YFR015C	P23337	89.06
YEL017W	P39996	79.39
YKL121W	P32330	64.02
YLR206W	Q05785	65.76
YIR032C	P32459	95.67
YOR020C	P38910	91.05
YBL008W	P32479	72.49
YMR225C	P19956	95.19
YCL052C	P25580	90.93
YNL073W	P32048	87.99
YJR156C	P47183	96.14
YMR264W	P38428	77.95
YDR538W	P33751	85.97
YLR201C	Q05779	85.03
YPL269W	P32526	62.37
YOR133W	P32324	89.98
YNL082W	P14242	69.57
YLL018C	P04802	92.77
YLL025W	Q12370	70.05
YHR057C	P23285	89.75
YAL047C	P39723	71.21
YBR181C	P0CX37	94.66
YBR181C	P0CX38	94.68
YIL007C	P40555	87.91
YNL097C-B	P0C271	61.59
YNR034W-A	Q3E841	78.32
YMR037C	P33748	40.72
YCR004C	P25349	89.03
YLR392C	P18634	78.11
YHL024W	P38741	59.34
YPR105C	Q06096	75.68
YKL050C	P35736	60.57
YDR301W	Q06632	87.06
YHR128W	P18562	95.19
YDR412W	Q04031	79.97
YDR530C	P22108	92.08
YER106W	P40065	63.31
YDR227W	P11978	44.45
YNL138W-A	P0C074	92.44
YJL063C	P22353	92.66
YDR041W	Q03201	90.34
YML024W	P02407	88.17
YAL029C	P32492	77.59
YIL021W	P16370	87.87
YLR063W	Q12291	84.72
YPL158C	Q99299	56.56
YIR020C	P40575	68.79
YNL196C	P40167	47.11
YML083C	Q04526	36.01
YAR031W	P39551	69.37
YMR182W-A	Q8TGS7	77.54
YGR155W	P32582	89.15
YLR350W	Q06144	84.03
YLR312C	Q06159	41.28
YMR030W	Q05043	50.99
YDL008W	Q12157	77.04
YNL101W	P50944	69.89
YGL114W	P53134	82.66
YJR159W	P35497	96.4
YJR094C	P21190	43.64
YGL255W	P32804	83.34
YCR059C	P25637	85.94
YNR012W	P27515	85.13
YDR234W	P49367	91.64
YHR047C	P37898	95.83
YDR511W	Q04401	85.35
YDR519W	P32472	91.78
YER117W	P0CX41	95.38
YER117W	P0CX42	95.44
YOR356W	Q08822	91.31
YLR204W	P32344	66.93
YKL194C	P07236	90.68
YNL237W	P53584	85.53
YPL094C	P21825	90.02
YGR066C	P53242	73.47
YMR187C	Q03236	76.83
YHL026C	P38740	76.85
YBR052C	P38234	93.2
YMR238W	Q05031	93.09
YOR208W	P29461	67.98
YLL007C	Q07799	79.02
YLR141W	Q02983	61.62
YPR176C	P20133	96.42
YIL038C	P06102	67.54
YJL028W	P47062	69.18
YHR197W	P38883	74.17
YKR037C	P36131	69.62
YML061C	P07271	65.92
YLL038C	Q07872	79.24
YLR257W	Q06146	59.2
YMR130W	Q04223	92.8
YKL059C	P35728	71.45
YGR233C	P17442	74.21
YNL084C	P39013	73.13
YCR096C	P0CY13	80.98
YHR028C	P18962	91.64
YDR465C	Q03305	88.77
YPL191C	Q08930	81.39
YPR204C-A	P0CX95	38.49
YPR204C-A	P0CX94	40.27
YPR204C-A	P0CX96	39.19
YPR204C-A	P0CX98	39.12
YPR204C-A	P0CX97	37.69
YHR134W	P38838	77.15
YGR092W	P22204	76.04
YKL205W	P33418	81.61
YIR011C	P38637	74.95
YNL289W	P24867	75.05
YER145C-A	A0A023PYF4	32.97
YKL137W	P36064	81.98
YDL001W	Q03441	76.09
YMR005W	P50105	61.65
YGL041W-A	P0C5N3	70.9
YBR093C	P00635	93.36
YDR454C	P15454	94.56
YKR015C	P36111	46.79
YCR028C-A	P32445	88.63
YHR122W	P38829	77
YLR108C	Q12259	85.07
YJL101C	P32477	95.86
YFR009W-A	P0C5M9	42.59
YLR163W-A	P0C5P6	73.05
YDR013W	Q12488	82.93
YMR054W	P37296	79.52
YMR209C	Q03648	90.02
YGR171C	P22438	92.78
YLR375W	Q05937	66.55
YDR076W	P38953	70.6
YER187W	P40102	55.54
YOR357C	Q08826	87.31
YLR287C-A	P0CX33	83.77
YLR287C-A	P0CX34	83.97
YDL095W	P33775	91.4
YCL021W-A	Q96VH3	56.64
YDL007C-A	Q2V2Q0	60.07
YPR163C	P34167	54.21
YML102W	Q04199	84.02
YOR276W	P12962	69.46
YLR155C	P0CZ17	92.16
YLR155C	P0CX77	92.34
YLR155C	P0CX78	92.23
YLR155C	P0CX79	92.58
YOR247W	Q08673	42.13
YHR067W	P38790	92.16
YGL171W	P45818	79.88
YBR049C	P21538	61.31
YGL029W	P53188	82.02
YBR056W	P38081	92.96
YMR194W	P05745	92.11
YGR040W	P14681	88.6
YFL060C	P43544	93.65
YNL208W	P40159	46.68
YDL130W	P10622	69.2
YFR043C	P43615	90.78
YJL056C	P47043	42.93
YHL037C	P38733	37.32
YNL010W	P53981	95.57
YLR003C	Q07897	80.73
