uniprot	mean
Q02820	0.2802493
Q02864	0.40394884
Q02872	0.58710194
Q02873	0.75981927
Q02895	0.20828207
Q03036	0.3099564
Q03049	0.18885463
Q03050	0.13674635
Q03102	0.16668573
Q03104	0.212915
Q03177	0.4877578
Q03193	0.36010107
Q03210	0.43070096
Q03219	0.19595617
Q03233	0.3725583
Q03263	0.22072005
Q03361	0.71068156
Q03362	0.20799813
Q03508	0.16091236
Q03559	0.8415699
Q03629	0.41441703
Q03648	0.15503657
Q03653	0.31290972
Q03730	0.35187766
Q03780	0.84351486
Q03795	0.35073835
Q03823	0.3472759
Q03900	0.22052221
Q03983	0.23241696
Q04018	0.3871626
Q04033	0.24143447
Q04093	0.40025762
Q04162	0.29780993
Q04170	0.20026316
Q04231	0.24942625
Q04304	0.18849006
Q04336	0.32233128
Q04398	0.51399755
Q04406	0.29123178
Q04408	0.31142312
Q04413	0.54770154
Q04438	0.950549
Q04489	0.18748073
Q04608	0.28671235
Q04748	0.17067479
Q04773	0.57877487
Q04835	0.3497798
Q04867	0.17335357
Q04869	0.17877388
Q04922	0.51484233
Q04925	0.17901573
Q04991	0.32272005
Q05497	0.45777982
Q05611	0.4164515
Q05637	0.71185833
Q05812	0.96178925
Q05854	0.60398394
Q05881	0.21407625
Q05899	0.52558404
Q05948	0.17049743
Q06070	0.6885281
Q06089	0.1934686
Q06107	0.3979899
Q06139	0.33320856
Q06146	0.9411214
Q06152	0.74007165
Q06170	0.5416267
Q06199	0.214269
Q06235	0.43274817
Q06251	0.40560088
Q06252	0.1873142
Q06523	0.5798468
Q06524	0.4153923
Q06537	0.31016257
Q06595	0.21134755
Q06608	0.36527374
Q06674	0.16776262
Q06839	0.31523356
Q07379	0.17576632
Q07454	0.29795745
Q07505	0.176396
Q07530	0.1868871
Q07555	0.7637858
Q07589	0.15231206
Q07629	0.69428754
Q07716	0.15866347
Q07747	0.29701436
Q07829	0.24769647
Q07834	0.23750803
Q07887	0.15621512
Q07928	0.41798627
Q07986	0.42161185
Q08023	0.25396398
Q08054	0.6814345
Q08206	0.78158975
Q08213	0.1578923
Q08300	0.30668405
Q08322	0.14251648
Q08361	0.28573468
Q08474	0.1503343
Q08559	0.6658215
Q08560	0.5639668
Q08630	0.5394467
Q08634	0.18127835
Q08687	0.60683113
Q08692	0.34204507
Q08743	0.37700492
Q08748	0.22824362
Q08774	0.159636
Q08816	0.37171727
Q08844	0.23927496
Q08900	0.21919148
Q08910	0.16089582
Q08912	0.3594528
Q08954	0.6182534
Q08964	0.2343168
Q08969	0.9893634
Q08974	0.41911122
Q08979	0.5124325
Q08980	0.24726017
Q08989	0.3712647
Q08993	0.1667921
Q12012	0.14595723
Q12020	0.44186196
Q12027	0.29478747
Q12032	0.16912527
Q12042	0.30662763
Q12044	0.6157477
Q12079	0.22174998
Q12082	0.3039371
Q12103	0.25632954
Q12116	0.3082647
Q12121	0.44173172
Q12129	0.26402453
Q12134	0.21924669
Q12160	0.47315374
Q12177	0.17889929
Q12179	0.24864784
Q12182	0.30554962
Q12212	0.15937862
Q12253	0.3185431
Q12254	0.25529122
Q12257	0.4662016
Q12259	0.23542058
Q12298	0.18435578
Q12301	0.39926523
Q12322	0.24275541
Q12331	0.2691658
Q12346	0.4390854
Q12370	0.16219904
Q12418	0.46726763
Q12459	0.844741
Q12486	0.16770346
Q12497	0.9443493
Q12498	0.3249615
Q12523	0.41401857
Q12529	0.17125477
Q2V2P2	0.2612654
Q2V2P3	0.39399537
Q2V2P5	0.5050736
Q2V2Q2	0.28799847
Q3E6R4	0.45211208
Q3E747	0.9381142
Q3E756	0.40794507
Q3E769	0.16172029
Q3E770	0.13951358
Q3E784	0.81376547
Q3E7A3	0.3567919
Q3E7A7	0.3501574
Q3E7A8	0.37942564
Q3E7A9	0.2615531
Q3E7B0	0.74035245
Q3E7B7	0.9875679
Q3E7B9	0.21395546
Q3E7Y4	0.15698333
Q3E7Y5	0.2422231
Q3E808	0.1525466
Q3E811	0.1427138
Q3E823	0.49084365
Q3E841	0.26506785
Q3E842	0.55955434
Q6B0V8	0.34359947
Q6B2U8	0.1515867
Q6Q5P6	0.32055938
Q7M4S9	0.59122235
Q8TGU5	0.1635376
Q8TGU7	0.72799283
Q96VH4	0.261409
Q99248	0.4998358
Q99326	0.5355647
Q9ZZX0	0.1764714
A0A023PYF4	0.40706718
A0A023PZB3	0.5490918
A0A023PZE8	0.21299312
A0A023PZF2	0.19657598
A0A023PZG4	0.2138282
A0A0B7P221	0.23926257
A0A8D9PCQ4	0.14219488
A0A8D9PH56	0.33397928
A0A8D9UGQ7	0.44844595
A0A8D9UGU6	0.20608509
I2HB52	0.5714108
I2HB70	0.26659688
O13536	0.2557512
O13544	0.23636357
O13555	0.58183
O13556	0.16805536
O13565	0.2785217
O13574	0.34839293
O13578	0.33726448
P03881	0.15582466
P0C0V2	0.22796194
P0C1Z1	0.19939652
P0C268	0.47864735
P0C269	0.21714875
P0C270	0.30088305
P0C272	0.15975247
P0C289	0.22881252
P0C5K9	0.49499384
P0C5L4	0.14283496
P0C5L6	0.2800072
P0C5L7	0.36524603
P0C5M0	0.7391354
P0C5M1	0.17510508
P0C5M8	0.2780699
P0C5M9	0.30149156
P0C5N0	0.35658345
P0C5N1	0.3155091
P0C5N3	0.3079903
P0C5N4	0.23280898
P0C5N6	0.20215516
P0C5N7	0.14523184
P0C5P0	0.22527947
P0C5P2	0.4899701
P0C5P3	0.4569742
P0C5P6	0.18661153
P0C5Q1	0.13053109
P0C5Q3	0.67203546
P0C5R4	0.36580276
P0C5S1	0.27244872
P0CE96	0.14697728
P0CE97	0.14697728
P0CE98	0.14697728
P0CE99	0.1525468
P0CF00	0.14064226
P0CF16	0.16979055
P0CF17	0.19915813
P0CI67	0.35146284
P0CX16	0.30728
P0CX17	0.30728
P0CX91	0.2113378
P0CX93	0.26837647
P0CX94	0.3551093
P0CX95	0.3551093
P0CX96	0.3551093
P0CX97	0.3551093
P0CX98	0.3551093
P0CY00	0.32982343
P0CY01	0.32982343
P0CY02	0.2000054
P0CY03	0.2000054
P0CY04	0.2000054
P0CY05	0.2000054
P25347	0.26596358
P25350	0.19942589
P25352	0.29190958
P25572	0.8113231
P25577	0.252492
P25593	0.14734675
P25606	0.15799499
P25620	0.14700453
P25630	0.15941371
P25650	0.27135047
P25657	0.13469066
P32630	0.23560986
P32772	0.67999995
P34215	0.20123838
P34245	0.2063363
P34249	0.19814669
P35725	0.8554329
P36087	0.2782558
P36092	0.2442898
P36111	0.4973759
P36127	0.3100859
P36153	0.21499892
P38180	0.87482387
P38185	0.325849
P38194	0.35913983
P38201	0.52318174
P38215	0.24265528
P38220	0.29000127
P38223	0.13273497
P38299	0.2972389
P38311	0.33253628
P38317	0.30093318
P38321	0.5159994
P38338	0.20014895
P38357	0.41963503
P38722	0.16876517
P38729	0.21398713
P38730	0.23652431
P38733	0.18095386
P38752	0.23825078
P38775	0.18691218
P38780	0.19495048
P38799	0.2831412
P38831	0.23551716
P38834	0.3707657
P38864	0.4348103
P38868	0.18719389
P38899	0.25754383
P38900	0.48191544
P39534	0.13936701
P39545	0.14869961
P39563	0.5908926
P39564	0.24197693
P39711	0.13866186
P39728	0.2528438
P39971	0.3024269
P39972	0.24644649
P39974	0.23910005
P39977	0.1991848
P39978	0.21907298
P39989	0.18547237
P39992	0.28577724
P39999	0.23846076
P40001	0.13117324
P40058	0.15927537
P40076	0.63884795
P40082	0.21971379
P40083	0.24917564
P40101	0.20558214
P40102	0.35862976
P40103	0.20836683
P40104	0.2492488
P40166	0.48332155
P40168	0.97009295
P40211	0.28122526
P40323	0.1474874
P40355	0.2266507
P40448	0.13135253
P40455	0.60666966
P40488	0.18146077
P40503	0.19050151
P40519	0.17311016
P40523	0.6271298
P40538	0.2841277
P40551	0.1368434
P40572	0.66776353
P40575	0.24449554
P40586	0.17476414
P40896	0.15573178
P43539	0.1493097
P43540	0.17119366
P43576	0.20567887
P43578	0.43583986
P43580	0.33803606
P43599	0.21090992
P43608	0.5553884
P43622	0.30695173
P43625	0.31633604
P46945	0.20795414
P46987	0.21972062
P47022	0.37710717
P47053	0.15413144
P47062	0.5471993
P47063	0.3301197
P47078	0.29954708
P47080	0.5543261
P47086	0.20399062
P47107	0.15033422
P47126	0.23490962
P47152	0.28896198
P47162	0.3347636
P48238	0.4500463
P48568	0.79363614
P50089	0.65138984
P53054	0.22959082
P53056	0.26782987
P53071	0.21478052
P53097	0.14527969
P53110	0.16318034
P53116	0.50900376
P53122	0.23504281
P53132	0.27250952
P53133	0.1918723
P53151	0.35548532
P53156	0.38317052
P53186	0.6478089
P53211	0.3942434
P53216	0.15527014
P53222	0.8482055
P53225	0.19769584
P53229	0.28390858
P53231	0.36317
P53234	0.2988515
P53249	0.48711103
P53274	0.9391282
P53291	0.29890314
P53307	0.21181391
P53329	0.5670497
P53719	0.76566994
P53754	0.29301822
P53758	0.3204705
P53870	0.31138068
P53876	0.6321101
P53891	0.3442237
P53906	0.4074609
P53907	0.49951082
P53910	0.19400291
P53952	0.7493437
P53963	0.4881097
P53976	0.44080916
P53980	0.17564134
P54007	0.1454483
P87012	0.15983944
P87283	0.2652343
P87287	0.31062797
P9WEN8	0.8970637
P9WEN9	0.8970637
Q02598	0.16061625
Q02749	0.4387154
Q02826	0.20659648
Q02831	0.78008956
Q03080	0.43592244
Q03083	0.3122893
Q03205	0.23188789
Q03207	0.24530767
Q03208	0.6497758
Q03231	0.39876804
Q03236	0.17502616
Q03480	0.20900214
Q03675	0.40021786
Q03695	0.7513433
Q03703	0.7711526
Q03722	0.42810616
Q03759	0.19931446
Q03787	0.20913893
Q03864	0.21954559
Q03879	0.22970171
Q04223	0.16483918
Q04276	0.14774026
Q04436	0.43292797
Q04526	0.3295782
Q04597	0.29988322
Q04814	0.16272743
Q04838	0.21782714
Q04893	0.79739606
Q04897	0.25085753
Q04898	0.14662367
Q04978	0.6292624
Q05451	0.23012495
Q05510	0.4353158
Q05530	0.15060355
Q05612	0.4284055
Q05898	0.28982577
Q06150	0.15176493
Q06594	0.28254366
Q06813	0.59694993
Q06821	0.21417803
Q07074	0.3357094
Q07738	0.20026879
Q07746	0.25779998
Q07927	0.18700223
Q07967	0.7675844
Q07978	0.1831731
Q08110	0.3067078
Q08118	0.311645
Q08172	0.17849858
Q08187	0.5010426
Q08259	0.19044013
Q08270	0.49323252
Q08321	0.1746071
Q08486	0.23646516
Q08504	0.19014908
Q08734	0.47431326
Q08909	0.28785452
Q08976	0.1801339
Q08984	0.21915841
Q08990	0.4789262
Q08994	0.14882647
Q12110	0.3333615
Q12111	0.5196094
Q12130	0.31411117
Q12138	0.8303567
Q12140	0.5980568
Q12169	0.5870608
Q12210	0.37723505
Q12219	0.21989493
Q12240	0.61587566
Q12243	0.2511346
Q12274	0.6932716
Q12312	0.2171157
Q12351	0.16553529
Q12426	0.21695657
Q12484	0.19431363
Q12492	0.36222368
Q12496	0.17703311
Q12506	0.2861372
Q12528	0.5632204
Q12531	0.50058436
Q2V2P0	0.5954226
Q2V2P1	0.8544368
Q2V2P6	0.47422448
Q2V2P7	0.98306787
Q2V2Q0	0.19448347
Q2V2Q3	0.21471179
Q35811	0.22563112
Q3E732	0.14201905
Q3E735	0.3549618
Q3E736	0.29080415
Q3E737	0.1447723
Q3E739	0.51377213
Q3E740	0.13460405
Q3E741	0.14502211
Q3E742	0.6691611
Q3E743	0.25570533
Q3E744	0.22099559
Q3E746	0.25113645
Q3E750	0.72937864
Q3E751	0.3866809
Q3E755	0.24931708
Q3E758	0.17808114
Q3E760	0.21102671
Q3E762	0.17155847
Q3E763	0.21618834
Q3E765	0.4638708
Q3E766	0.24161285
Q3E767	0.26653135
Q3E771	0.23969391
Q3E774	0.123730175
Q3E775	0.24686219
Q3E776	0.3154523
Q3E778	0.23985468
Q3E781	0.75266194
Q3E782	0.24525782
Q3E786	0.14198449
Q3E787	0.35076934
Q3E789	0.5030266
Q3E791	0.20494676
Q3E794	0.25122866
Q3E795	0.9755936
Q3E796	0.20709403
Q3E7A0	0.13763592
Q3E7A2	0.24458557
Q3E7A5	0.3368846
Q3E7A6	0.24194513
Q3E7B3	0.23146155
Q3E7B4	0.17944208
Q3E7B5	0.35366255
Q3E7Y7	0.33544564
Q3E7Y8	0.24220413
Q3E7Y9	0.14782725
Q3E7Z0	0.17617355
Q3E7Z1	0.16915932
Q3E7Z2	0.19325925
Q3E7Z3	0.17933379
Q3E7Z4	0.6380778
Q3E7Z5	0.7849478
Q3E7Z6	0.18046513
Q3E7Z7	0.21687505
Q3E7Z8	0.4283083
Q3E7Z9	0.39711425
Q3E801	0.19513938
Q3E802	0.4340714
Q3E804	0.2975065
Q3E805	0.21015584
Q3E806	0.27018347
Q3E807	0.28719902
Q3E809	0.1281763
Q3E810	0.2726898
Q3E813	0.19311541
Q3E814	0.7486864
Q3E815	0.2329625
Q3E816	0.14514521
Q3E817	0.31443167
Q3E818	0.28669396
Q3E819	0.2123816
Q3E820	0.49651137
Q3E821	0.25891337
Q3E825	0.38605008
Q3E826	0.5779641
Q3E832	0.332286
Q3E837	0.18972959
Q3E838	0.80689305
Q3E843	0.14661488
Q45U18	0.4959821
Q45U48	0.25964007
Q6B0W2	0.18295622
Q6B0Y7	0.27641612
Q6Q5F3	0.33112726
Q7LIF2	0.2973001
Q8J0M4	0.48285964
Q8TGJ0	0.17510752
Q8TGJ1	0.24683294
Q8TGJ2	0.15258342
Q8TGJ7	0.8247396
Q8TGK0	0.2420759
Q8TGK1	0.5277232
Q8TGK4	0.17751707
Q8TGK6	0.12997352
Q8TGN3	0.21545722
Q8TGN5	0.21280584
Q8TGQ7	0.3436401
Q8TGR9	0.18215284
Q8TGS0	0.35765815
Q8TGS1	0.24782923
Q8TGS2	0.53015536
Q8TGS4	0.17846085
Q8TGS5	0.17985271
Q8TGS6	0.70865744
Q8TGS7	0.48529956
Q8TGS8	0.14554736
Q8TGS9	0.14022835
Q8TGT0	0.43428174
Q8TGT1	0.27826944
Q8TGT2	0.38625416
Q8TGT3	0.24331081
Q8TGT4	0.4507258
Q8TGT6	0.27237374
Q8TGT7	0.41530493
Q8TGT8	0.4340562
Q8TGT9	0.31100303
Q8TGU0	0.2429692
Q8TGU1	0.509305
Q8TGU2	0.28352758
Q8TGU4	0.22819546
Q8TGU6	0.30236793
Q8TGU8	0.46186444
Q8TGV0	0.5688517
Q96VH2	0.19176605
Q96VH3	0.2787469
Q99296	0.44351256
Q99345	0.340747
Q99395	0.7440864
Q9ZZV8	0.9713202
Q9ZZW1	0.4207151
Q9ZZW2	0.4284293
Q9ZZW3	0.18013252
Q9ZZW4	0.29932433
Q9ZZX7	0.28827682
Q9ZZX8	0.12533355
Q9ZZX9	0.43575406
