ENSEMBL	symbol	WikiGene	Uniprot/SWISSPROT
tK(CUU)K	null	null	null
YBR003W	COQ1	COQ1|852288	P18900
YKL031W	null	null	P36098
YER066W	RRT13	856796|RRT13	P40042
YLR288C	MEC3	850995|MEC3	Q02574
YHR079C-A	SAE3	SAE3|856479	P89114
YER093C-A	AIM11	AIM11|856829	P87275
YDR004W	RAD57	851567|RAD57	P25301
tI(AAU)I1	null	null	null
YIL033C	BCY1	854778|BCY1	P07278
YGR008C	STF2	852891|STF2	P16965
YOL147C	PEX11	854018|PEX11	Q12462
YIL070C	MAM33	MAM33|854740	P40513
YKL069W	null	YKL069W|853794	P36088
YKL218C	SRY1	SRY1|853662	P36007
snR79	null	null	null
YDL113C	ATG20	851445|ATG20	Q07528
YPL232W	SSO1	855844|SSO1	P32867
YPR080W	TEF1	852415|856195|TEF2|TEF1	P02994
YFR001W	LOC1	LOC1|850551	P43586
YOR345C	null	null	Q08811
YDR119W-A	null	3799970|YDR119W-A	Q2V2P9
YHL048C-A	null	YHL048C-A|1466524	Q3E758
YEL001C	IRC22	IRC22|856717	P40006
YNL199C	GCR2	GCR2|855522	Q01722
YNL188W	KAR1	KAR1|855533	P11927
YDL133W	SRF1	851423|YDL133W	Q12516
YJL107C	null	YJL107C|853337	P42947
YOR329W-A	null	null	P0C5R1
YDR117C	TMA64	TMA64|851695	Q04600
YDR045C	RPC11	851615|RPC11	Q04307
YNL270C	ALP1	ALP1|855451	P38971
YJL148W	RPA34	853293|RPA34	P47006
YLR069C	MEF1	850758|MEF1	P25039
YCL022C	null	null	null
YOR179C	SYC1	SYC1|854351	Q08553
YDR016C	DAD1	851579|DAD1	Q12248
YBR151W	APD1	APD1|852448	P38281
YAR060C	null	null	P0CX89|P0CX88
YDR425W	SNX41	852035|SNX41	Q04053
YOR013W	IRC11	null	Q12479
YIR031C	DAL7	854849|DAL7	P21826
YCL036W	GFD2	GFD2|850321	P25370
tT(UGU)G1	null	null	null
tP(UGG)O3	null	null	null
YCL068C	null	YCL068C|850291	P25593
YHR145C	null	null	O13537
YGR251W	NOP19	YGR251W|853166	P53317
YJL171C	null	YJL171C|853268	P46992
YGL206C	CHC1	852666|CHC1	P22137
YML012W	ERV25	854997|ERV25	P54837
YMR112C	MED11	MED11|855139	Q99278
YNL328C	MDJ2	855388|MDJ2	P42834
YML079W	null	YML079W|854896	Q03629
YHR072W	ERG7	856470|ERG7	P38604
YMR077C	VPS20	VPS20|855101	Q04272
YPL276W	null	null	null
YDL030W	PRP9	PRP9|851531	P19736
YOL035C	null	null	Q08207
YMR194C-B	CMC4	CMC4|1466503	Q3E7A9
YGR227W	DIE2	DIE2|853142	P50076
YBL071W-A	KTI11	852207|KTI11	Q3E840
YIL057C	RGI2	RGI2|854753	P40188
YNL203C	null	null	P40163
YPR152C	URN1	856275|URN1	Q06525
YMR205C	PFK2	PFK2|855245	P16862
YNL239W	LAP3	855482|LAP3	Q01532
YJL219W	HXT9	HXT9|853236	P40885
YHL017W	null	YHL017W|856369	P38745
YKR095W	MLP1	MLP1|853970	Q02455
YDL148C	NOP14	NOP14|851407	Q99207
YIL117C	PRM5	854689|PRM5	P40476
YLR153C	ACS2	850846|ACS2	P52910
YDL197C	ASF2	ASF2|851330	P32448
YGL181W	GTS1	GTS1|852694	P40956
YIL164C	NIT1	NIT1|854642	P40447
YGR283C	null	YGR283C|853200	P53336
YER065C	ICL1	856794|ICL1	P28240
YJL192C	SOP4	SOP4|853247	P39543
tR(UCU)M1	null	null	null
YKR058W	GLG1	853932|GLG1	P36143
tG(UCC)G	SUF4	null	null
YOL157C	IMA2	854008|IMA2	Q08295
YMR282C	AEP2	AEP2|855325	P22136
YKL213C	DOA1	853667|DOA1	P36037
YPL100W	ATG21	856004|ATG21	Q02887
YDL108W	KIN28	KIN28|851450	P06242
YOR172W	YRM1	YRM1|854343	Q12340
YNL104C	LEU4	855619|LEU4	P06208
YOR072W	null	null	Q08486
YER190C-B	null	YER190C-B|4594642	P0CX98|P0CX97|P0CX96|P0CX95|P0CX94
YFR011C	AIM13	AIM13|850563	P43594
YOR293W	RPS10A	RPS10A|854468	Q08745
YMR019W	STB4	STB4|855033	P50104
Q0144	null	null	Q9ZZW2
YDR003W-A	null	YDR003W-A|1466432	Q3E7Z7
YER073W	ALD5	856804|ALD5	P40047
tD(GUC)L2	null	null	null
YFR021W	ATG18	ATG18|850577	P43601
YIL136W	OM45	OM45|854670	P16547
YDR365W-A	null	YDR365W-A|856880|850854|YPL257W-A|YLR157C-A|855816|YER137C-A|851970	P0CX73|P0CX72|P0CX71|P0CX70
YHR111W	UBA4	UBA4|856511	P38820
YER006C-A	null	null	null
YER119C	AVT6	AVT6|856855	P40074
YNL144C	null	YNL144C|855578	P53907
YGL156W	AMS1	852721|AMS1	P22855
YDL128W	VCX1	851429|VCX1	Q99385
YOR100C	CRC1	CRC1|854267	Q12289
YHR201C	PPX1	856608|PPX1	P38698
YPR054W	SMK1	SMK1|856167	P41808
YML009C	MRPL39	855002|MRPL39	P36533
YCR005C	CIT2	CIT2|850361	P08679
tN(GUU)P	null	null	null
YNL191W	DUG3	855530|DUG3	P53871
YCL067C	HMLALPHA2	HMRA2|850458|850406|MATALPHA2|850292|HMLALPHA2	P0CY12|P0CY09|P0CY08|P0CY13
tG(GCC)D1	null	null	null
YHR183W	GND1	GND1|856589	P38720
YGR264C	MES1	MES1|853181	P00958
YNL287W	SEC21	855429|SEC21	P32074
YGR183C	QCR9	853095|QCR9	P22289
YKL225W	null	null	P36030
YOL079W	null	null	Q08238
YOL103W	ITR2	854050|ITR2	P30606
YEL068C	null	null	P39977
YEL016C	NPP2	NPP2|856699	P39997
YER180C	ISC10	ISC10|856927	P32645
YDR038C	ENA5	851608|ENA5	Q12691
YLR279W	null	null	O13540
YGL200C	EMP24	EMP24|852675	P32803
YPR144C	NOC4	NOC4|856267	Q06512
YBL044W	null	852236|YBL044W	P38194
YKL022C	CDC16	853846|CDC16	P09798
YHR215W	PHO12	PHO12|856625	P38693
YGR010W	NMA2	NMA2|852893	P53204
YEL018C-A	null	null	null
YOR244W	ESA1	854418|ESA1	Q08649
21S_rRNA	null	null	null
YIL007C	NAS2	854810|NAS2	P40555
YPL065W	VPS28	856040|VPS28	Q02767
YIR021W-A	null	1466495|YIR021W-A	Q3E739
YPL279C	null	YPL279C|855850	Q08991
YDL229W	SSB1	851369|SSB1	P11484
YPL205C	null	null	Q08958
YJL089W	SIP4	SIP4|853356	P46954
YGR191W	HIP1	HIP1|853104	P06775
YOL031C	SIL1	854126|SIL1	Q08199
YLR266C	PDR8	850971|PDR8	Q06149
YDR153C	ENT5	851731|ENT5	Q03769
YNL049C	SFB2	SFB2|855678	P53953
YGR256W	GND2	853172|GND2	P53319
YDR424C	DYN2	DYN2|852034	Q02647
YGL060W	YBP2	852820|YBP2	P53169
tH(GUG)M	null	null	null
tM(CAU)J2	EMT3	null	null
YIL112W	HOS4	854694|HOS4	P40480
YJL114W	null	853329|YJL114W	null
YOR324C	FRT1	854503|FRT1	Q99332
YEL065W	SIT1	SIT1|856644	P39980
YGR092W	DBF2	852984|DBF2	P22204
YHL039W	EFM1	EFM1|856346	P38732
YNL094W	APP1	855630|APP1	P53933
YJL105W	SET4	853339|SET4	P42948
YDR382W	RPP2B	RPP2B|851990	P02400
YML124C	TUB3	854915|TUB3	P09734
tP(UGG)O2	SUF11	null	null
YLR006C	SSK1	SSK1|850692	Q07084
YHR067W	HTD2	856464|HTD2	P38790
YLR005W	SSL1	SSL1|850691	Q04673
YLR157C-C	null	YLR157C-C|YLR156C-A|YLR159C-A|1466415|1466414|1466411|YLR154C-H|1466410	P0CY05|P0CY04|P0CY03|P0CY02
YDR163W	CWC15	851741|CWC15	Q03772
YJL113W	null	YJL113W|853330	null
YOL009C	MDM12	854153|MDM12	Q92328
YOR348C	PUT4	PUT4|854530	P15380
YMR223W	UBP8	UBP8|855263	P50102
YDL042C	SIR2	SIR2|851520	P06700
YDR039C	ENA2	ENA2|851609	Q01896
YJL055W	null	YJL055W|853391	P47044
YNL057W	null	null	P53948
YHR041C	SRB2	SRB2|856437	P34162
YLR268W	SEC22	SEC22|850973	P22214
YAR035W	YAT1	851285|YAT1	P80235
YLR365W	null	null	Q7LIF2
tR(UCU)K	null	null	null
YDR234W	LYS4	851820|LYS4	P49367
YDR502C	SAM2	SAM2|852113	P19358
YDR437W	GPI19	GPI19|852047	Q04082
YER025W	GCD11	856746|GCD11	P32481
YLR151C	PCD1	850844|PCD1	Q12524
YLL038C	ENT4	850621|ENT4	Q07872
YOR394W	PAU21	855847|PAU22|PAU21|PAU19|855375|854576	P0CE87|P0CE86|P0CE85
YLR366W	null	null	Q7LIF1
YDL168W	SFA1	SFA1|851386	P32771
YKR043C	SHB17	YKR043C|853917	P36136
YDR349C	YPS7	851950|YPS7	Q06325
YMR288W	HSH155	HSH155|855332	P49955
YDR367W	KEI1	851973|KEI1	Q06346
YAR023C	null	YAR023C|851276	P0CI38|D6VPM8
YDR261C-C	null	851853|YDR261C-C	P08405|O74302
YMR201C	RAD14	855241|RAD14	P28519
Q0085	ATP6	854601|ATP6	P00854
YCR090C	null	YCR090C|850452	P25654
YDR048C	null	null	null
YMR096W	SNZ1	SNZ1|855121	Q03148
YBL091C	MAP2	MAP2|852187	P38174
YGR214W	RPS0A	853128|RPS0A	P32905
YDR524C	AGE1	AGE1|852136	Q04412
YDL170W	UGA3	UGA3|851384	P26370
RDN5-4	null	null	null
YER094C	PUP3	PUP3|856830	P25451
YPR147C	null	856270|YPR147C	Q06522
snR71	null	null	null
YLR426W	TDA5	YLR426W|851146	Q06417
YOR189W	IES4	854361|IES4	Q08561
YEL030W	ECM10	856682|ECM10	P39987
YLR254C	NDL1	850956|NDL1	Q06568
YDR084C	TVP23	851657|TVP23	P38962
YLL019C	KNS1	850641|KNS1	P32350
tT(UGU)Q1	null	null	null
YKL223W	null	null	P36031
YNL299W	TRF5	855417|TRF5	P48561
YIL047C-A	null	null	null
YKR004C	ECM9	ECM9|853873	Q02202
YKL178C	STE3	853677|STE3	P06783
YJR072C	NPA3	NPA3|853535	P47122
YBR223C	TDP1	852525|TDP1	P38319
YDR120C	TRM1	851698|TRM1	P15565
YKR084C	HBS1	853959|HBS1	P32769
YKL181W	PRS1	PRS1|853654	P32895
YHR094C	HXT1	856494|HXT1	P32465
YGL190C	CDC55	CDC55|852685	Q00362
YOR294W	RRS1	854469|RRS1	Q08746
YLR196W	PWP1	PWP1|850893	P21304
YDR246W-A	null	1466436|YDR246W-A	Q3E763
YKR076W	ECM4	ECM4|853951	P36156
YOR213C	SAS5	SAS5|854388	Q99314
YDR136C	VPS61	null	Q03913
YCL004W	PGS1	PGS1|850352	P25578
YDR230W	null	null	null
YBR106W	PHO88	852403|PHO88	P38264
YDR481C	PHO8	PHO8|852092	P11491
YMR179W	SPT21	SPT21|855217	P35209
YDR486C	VPS60	VPS60|852097	Q03390
YGL097W	SRM1	SRM1|852782	P21827
YIL027C	KRE27	KRE27|854785	P40540
YDR083W	RRP8	851656|RRP8	P38961
YGL063W	PUS2	PUS2|852817	P53167
YKR056W	TRM2	853930|TRM2	P33753
YDR479C	PEX29	PEX29|852090	Q03370
YLR322W	VPS65	null	O13554
YDR191W	HST4	HST4|851772	P53688
YNL130C	CPT1	855593|CPT1	P17898
YDR066C	RTR2	RTR2|851638	Q12378
YER161C	SPT2	856908|SPT2	P06843
RPM1	null	null	null
YGR034W	RPL26B	852922|RPL26B	P53221
YLR174W	IDP2	850871|IDP2	P41939
YER101C	AST2	856838|AST2	P39945
YDR335W	MSN5	851935|MSN5	P52918
YJL019W	MPS3	MPS3|853434	P47069
YPL029W	SUV3	SUV3|856078	P32580
YDL176W	null	851378|YDL176W	Q12027
YPL194W	DDC1	DDC1|855907	Q08949
YDR121W	DPB4	851699|DPB4	Q04603
YDL159W	STE7	STE7|851396	P06784
YDR174W	HMO1	851754|HMO1	Q03973
YGR158C	MTR3	853062|MTR3	P48240
YMR228W	MTF1	MTF1|855268	P14908
YER169W	RPH1	RPH1|856916	P39956
YOL004W	SIN3	SIN3|854158	P22579
YPL105C	SYH1	855999|SYH1	Q02875
YDR352W	null	YDR352W|851954	Q06328
YOR295W	UAF30	854470|UAF30	Q08747
YIL108W	null	YIL108W|854698	P40483
YFR002W	NIC96	NIC96|850552	P34077
YCR057C	PWP2	850422|PWP2	P25635
YER087C-A	null	null	null
YLR023C	IZH3	850710|IZH3	Q07959
YPR130C	null	null	O13568
YDR400W	URH1	URH1|852009	Q04179
tA(UGC)E	null	null	null
tE(UUC)Q	null	null	null
YDL149W	ATG9	851406|ATG9	Q12142
YJL075C	APQ13	null	P47036
YNL045W	LAP2	LAP2|855682	Q10740
YDR392W	SPT3	SPT3|852001	P06844
YNL149C	PGA2	855573|PGA2	P53903
YKL087C	CYT2	CYT2|853775	Q00873
YLR412C-A	null	YLR412C-A|1466424	Q3E742
YKR082W	NUP133	NUP133|853957	P36161
YER030W	CHZ1	CHZ1|856752	P40019
YPL181W	CTI6	CTI6|855920	Q08923
YER175C	TMT1	TMT1|856922	P32643
YOR170W	null	null	Q08543
YDR123C	INO2	851701|INO2	P26798
YGR146C-A	null	YGR146C-A|1466459	Q8TGT9
YLL030C	RRT7	null	Q07829
YAR002W	NUP60	NUP60|851263	P39705
YER034W	null	856756|YER034W	P40022
YOR085W	OST3	OST3|854252	P48439
YJR096W	null	YJR096W|853559	P47137
YLR457C	NBP1	NBP1|851180	P52919
YNL197C	WHI3	WHI3|855524	P34761
YHL043W	ECM34	856342|ECM34	P38728
YDR212W	TCP1	851798|TCP1	P12612
YLR121C	YPS3	850812|YPS3	Q12303
YHR052W-A	null	null	P0CL33|P0CL32
YMR079W	SEC14	SEC14|855103	P24280
YAL020C	ATS1	851213|ATS1	P31386
YIL124W	AYR1	AYR1|854682	P40471
YER029C	SMB1	856751|SMB1	P40018
YOL144W	NOP8	854021|NOP8	Q08287
YGL057C	GEP7	GEP7|852823	P53171
YHR171W	ATG7	856576|ATG7	P38862
YOR319W	HSH49	854497|HSH49	Q99181
YAL029C	MYO4	851204|MYO4	P32492
YPR095C	SYT1	SYT1|856210	Q06836
YBL081W	null	YBL081W|852197	P38180
YKL134C	OCT1	853724|OCT1	P35999
YIL165C	null	YIL165C|854641	P40446
YOR204W	DED1	DED1|854379	P06634
YMR130W	null	855160|YMR130W	Q04223
snR17a	null	null	null
YLR392C	ART10	851108|ART10	P18634
YPR139C	VPS66	856261|VPS66	Q06508
YEL015W	EDC3	856700|EDC3	P39998
YDR242W	AMD2	AMD2|851829	P22580
YCR047W-A	null	null	Q8TGQ1
YNL310C	ZIM17	855406|ZIM17	P42844
YIL043C	CBR1	854768|CBR1	P38626
YKL118W	null	null	P36072
YJR088C	EMC2	EMC2|853550	P47133
YMR265C	null	855307|YMR265C	Q03508
YGL179C	TOS3	TOS3|852696	P43637
YFL056C	AAD6	850488|AAD6	P43547
YLR009W	RLP24	RLP24|850695	Q07915
YNL296W	null	null	P53828
Q0032	null	null	Q9ZZX7
YDR211W	GCD6	851797|GCD6	P32501
YPL047W	SGF11	SGF11|856060	Q03067
YER164W	CHD1	856911|CHD1	P32657
YCL009C	ILV6	ILV6|850348	P25605
YBL041W	PRE7	PRE7|852239	P23724
YER124C	DSE1	856861|DSE1	P40077
YML087C	AIM33	854887|AIM33	Q04516
YKL217W	JEN1	JEN1|853663	P36035
YMR324C	null	null	Q04909
YDR531W	CAB1	CAB1|852144	Q04430
snR39B	null	null	null
YNL190W	null	855531|YNL190W	P53872
YGR073C	null	null	P53247
YLR363W-A	null	YLR363W-A|851078	Q3E747
YOR305W	RRG7	854482|RRG7	Q08774
YOL127W	RPL25	RPL25|853993	P04456
YEL014C	null	null	P39999
YLR316C	TAD3	851027|TAD3	Q9URQ3
YIL154C	IMP2'	IMP2'|854652	P32351
YHR082C	KSP1	856482|KSP1	P38691
YPL211W	NIP7	855890|NIP7	Q08962
YJL172W	CPS1	CPS1|853267	P27614
YER116C	SLX8	856852|SLX8	P40072
YMR246W	FAA4	855288|FAA4	P47912
YER136W	GDI1	GDI1|856876	P39958
YKR091W	SRL3	SRL3|853966	P36167
YLR245C	CDD1	CDD1|850946	Q06549
YKR027W	BCH2	853898|BCH2	P36122
YCR009C	RVS161	850367|RVS161	P25343
YEL007W	MIT1	856711|YEL007W	P40002
YLR290C	null	850997|YLR290C	Q05892
YBR101C	FES1	FES1|852397	P38260
YDL120W	YFH1	851437|YFH1	Q07540
tV(CAC)D	null	null	null
YBR178W	null	null	P38296
YER142C	MAG1	MAG1|856885	P22134
YNR003C	RPC34	855737|RPC34	P32910
YOR248W	null	null	Q08681
YJL116C	NCA3	853326|NCA3	P46955
YOR314W	null	null	Q12506
YKL070W	null	YKL070W|853793	P36087
YHR213W	null	YHR213W|856620	P0CI67|P0CI66
YFR022W	ROG3	850578|ROG3	P43602
YIR006C	PAN1	PAN1|854822	P32521
YPL183W-A	RTC6	RTC6|855918	O14464
YML113W	DAT1	854927|DAT1	P13483
Q0140	VAR1	VAR1|854586	P02381
YPL257W-A	null	YDR365W-A|856880|850854|YPL257W-A|YLR157C-A|855816|YER137C-A|851970	P0CX73|P0CX72|P0CX71|P0CX70
YLR239C	LIP2	850940|LIP2	Q06005
YBR143C	SUP45	SUP45|852440	P12385
YBR192W	RIM2	852491|RIM2	P38127
YFL001W	DEG1	DEG1|850550	P31115
YMR268C	PRP24	855310|PRP24	P49960
YPL252C	YAH1	855824|YAH1	Q12184
YEL063C	CAN1	856646|CAN1	P04817
YNR022C	MRPL50	MRPL50|855756	P53724
YCR088W	ABP1	ABP1|850450	P15891
YFR036W-A	null	null	null
YBR247C	ENP1	852549|ENP1	P38333
YCR087W	null	null	P25652
YKR054C	DYN1	DYN1|853928	P36022
tN(GUU)N1	null	null	null
YBL069W	AST1	AST1|852209	P0C5L1|P35183
YLR222C-A	null	null	P0C5P7
YER097W	null	null	P40062
YDR517W	GRH1	852129|GRH1	Q04410
YLR437C-A	null	null	Q8TGR0
YKL110C	KTI12	KTI12|853750	P34253
YGR074W	SMD1	SMD1|852964	Q02260
YHR205W	SCH9	SCH9|856612	P11792
YOR351C	MEK1	MEK1|854533	P24719
YOR221C	MCT1	MCT1|854396	Q12283
YFR004W	RPN11	850554|RPN11	P43588
YGL112C	TAF6	852766|TAF6	P53040
YPL129W	TAF14	TAF14|855974	P35189
YMR127C	SAS2	855157|SAS2	P40963
YLR394W	CST9	CST9|851110	Q06032
YNR061C	null	YNR061C|855798	P53747
YBR134W	null	null	P38275
YOR040W	GLO4	854205|GLO4	Q12320
YOR343C	null	null	Q12484
YOR158W	PET123	854329|PET123	P17558
YER041W	YEN1	YEN1|856764	P40028
YJR051W	OSM1	853510|OSM1	P21375
YER019C-A	SBH2	856740|SBH2	P52871
YIL041W	GVP36	GVP36|854770	P40531
YNL044W	YIP3	855683|YIP3	P53633
YPR089W	null	YPR089W|856204	O13585
YJR062C	NTA1	853525|NTA1	P40354
YOR246C	ENV9	854420|YOR246C	Q08651
YJR134C	SGM1	853598|SGM1	P47166
YDR495C	VPS3	VPS3|852106	P23643
YBR030W	RKM3	852318|RKM3	P38222
YMR311C	GLC8	GLC8|855359	P41818
YPR043W	RPL43A	853557|856156|RPL43A|RPL43B	P0CX26|P0CX25
YER165C-A	null	null	null
YNL088W	TOP2	855636|TOP2	P06786
YOR009W	TIR4	TIR4|854173	Q12218
YGL095C	VPS45	VPS45|852785	P38932
YKR062W	TFA2	853936|TFA2	P36145
YAR068W	null	YAR068W|851296	P39564
YCR097W-A	null	null	Q96VG6
YBL063W	KIP1	852216|KIP1	P28742
YDR507C	GIN4	852119|GIN4	Q12263
YMR251W-A	HOR7	855293|HOR7	Q05827
YHR199C	AIM46	856606|AIM46	P38885
YBR155W	CNS1	CNS1|852452	P33313
YGL220W	FRA2	FRA2|852652	P53082
YKL161C	KDX1	KDX1|853696	P36005
YPR177C	null	null	O13575
YJL136C	RPS21B	853305|RPS21B	Q3E754
YOL073C	null	854081|YOL073C	Q08232
YIL105C	SLM1	854701|SLM1	P40485
YBR273C	UBX7	UBX7|852576	P38349
YPL208W	RKM1	855893|RKM1	Q08961
YGR245C	SDA1	SDA1|853160	P53313
YPR100W	MRPL51	MRPL51|856214	Q06090
YGR187C	HGH1	853099|HGH1	P48362
YJL163C	null	YJL163C|853276	P46996
YDR406W-A	null	null	P0C5M2
YKL017C	HCS1	HCS1|853852	P34243
tA(AGC)M2	null	null	null
YDL126C	CDC48	CDC48|851431	P25694
YML077W	BET5	854898|BET5	Q03630
YBL087C	RPL23A	852191|RPL23A|RPL23B|856853	P0CX42|P0CX41
YDL085C-A	null	YDL085C-A|851473	Q3E7B7
tV(AAC)J	null	null	null
YCL038C	ATG22	850319|ATG22	P25568
YGR189C	CRH1	CRH1|853102	P53301
YDR044W	HEM13	851614|HEM13	P11353
tF(GAA)D	null	null	null
YMR245W	null	null	Q04019
YDR062W	LCB2	851634|LCB2	P40970
YER104W	RTT105	RTT105|856841	P40063
YAL015C	NTG1	851218|NTG1	P31378
YLR462W	null	YLR462W|851184	O13556
YNL273W	TOF1	TOF1|855448	P53840
YKL056C	TMA19	TMA19|853809	P35691
YLR187W	SKG3	850884|SKG3	Q06315
YNL092W	null	855632|YNL092W	P53934
YDL209C	CWC2	851318|CWC2	Q12046
YIL175W	null	null	null
YNL103W	MET4	MET4|855620	P32389
YMR057C	null	null	Q04674
YBR263W	SHM1	852565|SHM1	P37292
YFL007W	BLM10	BLM10|850541	P43583
YJR094W-A	RPL43B	853557|856156|RPL43A|RPL43B	P0CX26|P0CX25
YMR043W	MCM1	855060|MCM1	P11746
YLR099W-A	null	YLR099W-A|850789	Q3E798
YOR181W	LAS17	854353|LAS17	Q12446
YAL017W	PSK1	851216|PSK1	P31374
YLR225C	null	850922|YLR225C	Q05948
YMR139W	RIM11	855170|RIM11	P38615
YER145C	FTR1	856888|FTR1	P40088
YLR192C	HCR1	850889|HCR1	Q05775
YFL026W	STE2	STE2|850518	D6VTK4|P0CI39
YNL221C	POP1	POP1|855500	P41812
YNL259C	ATX1	ATX1|855462	P38636
YPR012W	null	null	Q04203
YDR081C	PDC2	851654|PDC2	P32896
YGL166W	CUP2	852710|CUP2	P15315
YJL199C	MBB1	null	P39534
YDL025C	RTK1	851536|RTK1	Q12100
YPL024W	RMI1	856083|RMI1	Q02685
YKL060C	FBA1	853805|FBA1	P14540
YMR048W	CSM3	CSM3|855067	Q04659
YHL044W	null	856341|YHL044W	P38727
YHR063C	PAN5	856460|PAN5	P38787
YOL090W	MSH2	MSH2|854063	P25847
YER057C	HMF1	HMF1|856785	P40037
YLR347W-A	null	null	Q8TGM2
tA(AGC)J	null	null	null
YKL190W	CNB1	853644|CNB1	P25296
YML052W	SUR7	SUR7|854953	P54003
YPR133C	SPN1	856251|SPN1	Q06505
YLR412W	BER1	851130|BER1	Q06688
YJL072C	PSF2	PSF2|853373	P40359
YMR024W	MRPL3	MRPL3|855039	P36516
YLR285C-A	null	YLR285C-A|1466418	Q3E771
YGR109C	CLB6	CLB6|853003	P32943
YKL033W	TTI1	853834|TTI1	P36097
YPR013C	null	YPR013C|856123	Q12145
tH(GUG)E1	null	null	null
YBR194W	AIM4	AIM4|852493	P38305
YOR306C	MCH5	MCH5|854483	Q08777
YGR119C	NUP57	NUP57|853016	P48837
YGR260W	TNA1	853175|TNA1	P53322
YNL251C	NRD1	NRD1|855470	P53617
YCL002C	null	YCL002C|850353	P25565
YDR009W	GAL3	GAL3|851572	P13045
YOR161W-B	null	null	Q8TGL4
YIL025C	null	null	P40542
tK(CUU)D1	null	null	null
YML066C	SMA2	854936|SMA2	Q04658
YFL018C	LPD1	LPD1|850527	P09624
YJL112W	MDV1	MDV1|853332	P47025
YDR523C	SPS1	SPS1|852135	P08458
YEL023C	null	856690|YEL023C	P39992
YML097C	VPS9	854876|VPS9	P54787
YPL214C	THI6	THI6|855887	P41835
YPR072W	NOT5	856186|NOT5	Q12514
YLR313C	SPH1	SPH1|851023	Q06160
YDL114W-A	null	null	P0C5M5
tR(UCU)G3	null	null	null
YKL183W	LOT5	LOT5|853652	P34234
YML132W	COS3	COS3|COS2|852605|854907	P0CX13|P0CX12
YMR138W	CIN4	CIN4|855169	P39110
YGR029W	ERV1	ERV1|852916	P27882
Q0080	ATP8	ATP8|854600	P00856
YGR150C	CCM1	853053|CCM1	P48237
YKR003W	OSH6	OSH6|853872	Q02201
YBL053W	null	null	P38190
YDL181W	INH1	851347|INH1	P01097
YFL029C	CAK1	850515|CAK1	P43568
YGL258W-A	null	852633|YGL258W-A	Q3E740
YJR004C	SAG1	853460|SAG1	P20840
YJL218W	null	853237|YJL218W	P40892
YER078W-A	null	YER078W-A|1466536	Q3E7A2
YKL121W	DGR2	853738|DGR2	P32330
YOR363C	PIP2	854545|PIP2	P52960
YDR261W-A	null	YDR261W-A|851850	Q99303
YBL032W	HEK2	852248|HEK2	P38199
YDR170W-A	null	YDR170W-A|851750	Q03964
snR13	null	null	null
YER047C	SAP1	SAP1|856771	P39955
YAR069C	null	YHR214C-D|1466534	P0CX93|P0CX92
YDR258C	HSP78	851845|HSP78	P33416
YKL100C	null	YKL100C|853761	P34248
YDR164C	SEC1	851742|SEC1	P30619
YHR090C	YNG2	856490|YNG2	P38806
YBR161W	CSH1	852458|CSH1	P38287
YOR268C	null	854442|YOR268C	Q08734
YMR295C	null	YMR295C|855341	Q03559
tL(CAA)D	null	null	null
YNL266W	null	null	P53842
YLR118C	null	850809|YLR118C	Q12354
YAL068W-A	null	null	Q8TGK7
tS(AGA)J	null	null	null
YOR141C	ARP8	ARP8|854309	Q12386
YHR095W	null	null	P38808
YDR483W	KRE2	KRE2|852094	P27809
YOR027W	STI1	854192|STI1	P15705
YDL007W	RPT2	851557|RPT2	P40327
YMR298W	LIP1	855344|LIP1	Q03579
YBR026C	ETR1	852314|ETR1	P38071
YKL051W	SFK1	853815|SFK1	P35735
YGR243W	FMP43	FMP43|853158	P53311
YLR258W	GSY2	850962|GSY2	P27472
YJR032W	CPR7	853489|CPR7	P47103
YLR227W-B	null	YLR227W-B|850927	P0C2I6
YPL026C	SKS1	SKS1|856081	Q12505
YDL026W	null	null	Q12147
YJR159W	SOR1	853624|SOR1	P35497
YHR099W	TRA1	856499|TRA1	P38811
YLR144C	ACF2	ACF2|850836	Q12168
YML019W	OST6	854989|OST6	Q03723
YIR002C	MPH1	MPH1|854818	P40562
YHR203C	RPS4B	RPS4B|RPS4A|853610|856610	P0CX35|P0CX36
YLL011W	SOF1	SOF1|850649	P33750
YMR278W	PGM3	PGM3|855321	Q03262
YJL110C	GZF3	GZF3|853334	P42944
YOR120W	GCY1	GCY1|854287	P14065
YPR186C	PZF1	PZF1|856316	P39933
YIR028W	DAL4	854846|DAL4	Q04895
YGL125W	MET13	MET13|852752	P53128
YDL090C	RAM1	851468|RAM1	P22007
YIL068W-A	null	null	null
YNL068C	FKH2	855656|FKH2	P41813
YKR072C	SIS2	SIS2|853946	P36024
YJL098W	SAP185	853347|SAP185	P40856
YOR310C	NOP58	NOP58|854487	Q12499
YDR219C	MFB1	851805|MFB1	Q04922
YGL248W	PDE1	852644|PDE1	P22434
YPL176C	TRE1	855927|TRE1	Q08919
YKR060W	UTP30	853934|UTP30	P36144
YIL132C	CSM2	CSM2|854674	P40465
YBR209W	null	null	P38311
YOR283W	null	YOR283W|854457	Q12040
YOL150C	null	null	Q08293
YDR536W	STL1	852149|STL1	P39932
YOR105W	null	null	Q08504
YHR182W	null	YHR182W|856588	P38870
YKL096W	CWP1	853766|CWP1	P28319
YPL087W	YDC1	YDC1|856018	Q02896
YHR193C	EGD2	EGD2|856600	P38879
